name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Jean-Philippe Gbamin,Everton,Southampton,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Leicester City,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Brighton,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Burnley,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Aston Villa,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Norwich,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Manchester United,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,West Ham,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Watford,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Wolverhampton,2021-11-01,False,45,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0
Jean-Philippe Gbamin,Everton,Tottenham,2021-11-07,True,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0
Jean-Philippe Gbamin,Everton,Manchester City,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Brentford,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Liverpool,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Arsenal,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Crystal Palace,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Chelsea,2021-12-16,False,19,0.0,0.0,0.0,0.0,1,0.0,0.0,0.3,0
Jean-Philippe Gbamin,Everton,Brighton,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Norwich,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Aston Villa,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Newcastle United,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Leicester City,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Southampton,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Manchester City,2022-02-26,True,0,0.0,0.0374707095324993,0.0,0.0,0,2.0,0.0,0.0,0
Jean-Philippe Gbamin,Everton,Tottenham,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Wolverhampton,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Newcastle United,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,West Ham,2022-04-03,False,0,0.0,0.8510204553604126,0.0,0.114541158080101,0,3.0,3.0,0.0,0
Jean-Philippe Gbamin,Everton,Burnley,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Manchester United,2022-04-09,True,0,0.0,0.0122425351291894,0.0,0.0,0,1.0,0.0,0.0,0
Jean-Philippe Gbamin,Everton,Leeds United,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Liverpool,2022-04-24,False,0,0.0,0.0196735076606273,0.0,0.046668604016304,0,1.0,1.0,0.0,0
Jean-Philippe Gbamin,Everton,Chelsea,2022-05-01,True,0,0.0,0.0098850848153233,0.0,0.0,0,1.0,0.0,0.0,0
Jean-Philippe Gbamin,Everton,Leeds United,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Watford,,False,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Brentford,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Crystal Palace,,True,0,,,,,0,,,0.0,0
Jean-Philippe Gbamin,Everton,Arsenal,,False,0,,,,,0,,,0.0,0
