name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Hannibal Mejbri,Man Utd,Southampton,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Brighton,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Leicester City,,False,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Watford,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Manchester City,,False,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Tottenham,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Leeds United,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Everton,,False,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Norwich,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Liverpool,2022-04-19,False,6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Hannibal Mejbri,Man Utd,Arsenal,,False,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Chelsea,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Brentford,,True,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Brighton,,False,0,,,,,0,,,0.0,0
Hannibal Mejbri,Man Utd,Crystal Palace,2022-05-22,False,61,0.0,0.0454157181084156,0.0,0.0,1,1.0,0.0,0.0,0
