name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Mark Noble,West Ham,Newcastle United,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Leeds United,2021-08-23,True,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.1,0
Mark Noble,West Ham,Crystal Palace,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Southampton,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Manchester United,2021-09-19,True,1,0.0,0.7611688375473022,0.0,0.0,-1,1.0,0.0,2.0,0
Mark Noble,West Ham,Leicester City,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Brentford,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Everton,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Tottenham,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Aston Villa,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Liverpool,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Wolverhampton,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Manchester City,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Brighton,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Chelsea,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Burnley,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Arsenal,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Southampton,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Watford,2021-12-28,False,90,1.0,0.7611688375473022,0.0,0.0,8,1.0,0.0,5.6,1
Mark Noble,West Ham,Crystal Palace,2022-01-01,False,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Mark Noble,West Ham,Norwich,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Leicester City,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Manchester United,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Watford,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Leeds United,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Newcastle United,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Wolverhampton,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Liverpool,2022-03-05,False,29,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0
Mark Noble,West Ham,Aston Villa,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Tottenham,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Everton,2022-04-03,True,20,0.0,0.0,0.0,0.0,1,0.0,0.0,0.6,0
Mark Noble,West Ham,Brentford,,False,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Burnley,,True,0,,,,,0,,,0.0,0
Mark Noble,West Ham,Chelsea,2022-04-24,False,61,0.0,0.0,0.0,0.0,3,0.0,0.0,1.7,0
Mark Noble,West Ham,Arsenal,2022-05-01,True,76,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,0
Mark Noble,West Ham,Norwich,2022-05-08,False,23,0.0,0.0,0.0,0.0,1,0.0,0.0,0.7,0
Mark Noble,West Ham,Manchester City,2022-05-15,True,13,0.0,0.0,0.0,0.0,1,0.0,0.0,0.2,0
Mark Noble,West Ham,Brighton,2022-05-22,False,9,0.0,0.0,0.0,0.0202884655445814,1,0.0,1.0,0.0,0
