name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
John McGinn,Aston Villa,Watford,2021-08-14,False,90,1.0,0.0847328156232833,0.0,0.0,7,3.0,0.0,5.6,0
John McGinn,Aston Villa,Newcastle United,2021-08-21,True,90,0.0,0.0216920897364616,0.0,0.0801973342895507,3,1.0,3.0,5.6,0
John McGinn,Aston Villa,Brentford,,True,0,,,,,0,,,0.0,0
John McGinn,Aston Villa,Chelsea,2021-09-11,False,90,0.0,0.0182618014514446,0.0,0.6872077584266663,1,1.0,4.0,8.1,0
John McGinn,Aston Villa,Everton,2021-09-18,True,39,0.0,0.0710543319582939,0.0,0.0,1,2.0,0.0,1.6,0
John McGinn,Aston Villa,Manchester United,2021-09-25,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.8,0
John McGinn,Aston Villa,Tottenham,2021-10-03,False,90,0.0,0.0736505687236785,0.0,0.0471701472997665,2,3.0,1.0,3.9,0
John McGinn,Aston Villa,Wolverhampton,2021-10-16,True,90,1.0,0.0358469486236572,1.0,0.6257299184799194,13,2.0,6.0,12.9,3
John McGinn,Aston Villa,Arsenal,2021-10-22,False,90,0.0,0.0227327030152082,0.0,0.0,1,1.0,0.0,2.4,0
John McGinn,Aston Villa,West Ham,2021-10-31,True,90,0.0,0.1093651726841926,0.0,0.0707333385944366,1,2.0,1.0,3.1,0
John McGinn,Aston Villa,Southampton,2021-11-05,False,90,0.0,0.0231563299894332,0.0,0.0481517538428306,2,2.0,1.0,3.9,0
John McGinn,Aston Villa,Brighton,2021-11-20,True,90,0.0,0.0,0.0,0.0447916314005851,3,0.0,1.0,4.1,0
John McGinn,Aston Villa,Crystal Palace,2021-11-27,False,90,1.0,0.1502623111009597,0.0,0.0147986803203821,10,3.0,1.0,8.3,3
John McGinn,Aston Villa,Manchester City,2021-12-01,True,90,0.0,0.0,0.0,0.0152208814397454,2,0.0,2.0,5.4,0
John McGinn,Aston Villa,Leeds United,2021-12-05,True,90,0.0,0.0,1.0,0.8511002063751221,7,0.0,3.0,8.4,2
John McGinn,Aston Villa,Liverpool,2021-12-11,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,1.6,0
John McGinn,Aston Villa,Norwich,2021-12-14,False,87,0.0,0.0111018512398004,0.0,0.2348030805587768,3,1.0,3.0,7.7,0
John McGinn,Aston Villa,Chelsea,,True,0,,,,,0,,,0.0,0
John McGinn,Aston Villa,Brentford,2022-01-02,False,90,0.0,0.033252153545618,0.0,0.4457146525382995,1,2.0,3.0,5.0,0
John McGinn,Aston Villa,Manchester United,,True,0,,,,,0,,,0.0,0
John McGinn,Aston Villa,Everton,2022-01-22,False,90,0.0,0.0,0.0,0.0,3,0.0,0.0,1.9,0
John McGinn,Aston Villa,Leicester City,2022-02-09,True,90,0.0,0.0,0.0,0.0,2,0.0,0.0,2.6,0
John McGinn,Aston Villa,Newcastle United,2022-02-13,False,84,0.0,0.0253468211740255,0.0,0.0576045662164688,1,1.0,1.0,3.9,0
John McGinn,Aston Villa,Watford,2022-02-19,True,90,0.0,0.0310868695378303,0.0,0.0385518111288547,2,2.0,2.0,5.5,0
John McGinn,Aston Villa,Brighton,2022-02-26,False,90,0.0,0.6968879699707031,0.0,0.0308433584868907,3,3.0,1.0,8.0,0
John McGinn,Aston Villa,Southampton,2022-03-05,True,90,0.0,0.0,0.0,0.2528879642486572,3,0.0,4.0,6.9,0
John McGinn,Aston Villa,Leicester City,2022-03-10,False,90,0.0,0.089503988623619,0.0,0.0,3,2.0,0.0,4.9,0
John McGinn,Aston Villa,West Ham,2022-03-13,False,90,0.0,0.037296786904335,0.0,0.0,2,1.0,0.0,4.6,0
John McGinn,Aston Villa,Arsenal,2022-03-19,True,90,0.0,0.0247484687715768,0.0,0.0916104465723037,1,1.0,2.0,5.8,0
John McGinn,Aston Villa,Wolverhampton,2022-04-02,False,90,0.0,0.0136597473174333,0.0,0.4203400015830993,1,1.0,4.0,8.3,0
John McGinn,Aston Villa,Tottenham,2022-04-09,True,90,0.0,0.017272338271141,0.0,0.0137016978114843,2,1.0,1.0,3.8,0
John McGinn,Aston Villa,Leeds United,2022-04-23,False,90,0.0,0.0202255845069885,0.0,0.070707082748413,3,1.0,1.0,3.6,0
John McGinn,Aston Villa,Norwich,2022-04-30,True,90,0.0,0.0503896698355674,0.0,0.0841382071375846,3,1.0,1.0,4.7,0
John McGinn,Aston Villa,Burnley,2022-05-07,False,90,0.0,0.0681875422596931,1.0,0.6469154357910156,6,2.0,2.0,7.3,1
John McGinn,Aston Villa,Liverpool,2022-05-10,True,90,0.0,0.0,0.0,0.2491190135478973,2,0.0,1.0,2.3,0
John McGinn,Aston Villa,Crystal Palace,2022-05-15,True,90,0.0,0.03291866928339,0.0,0.0399251878261566,2,1.0,1.0,4.5,0
John McGinn,Aston Villa,Burnley,2022-05-19,True,90,0.0,0.0654392093420028,1.0,0.1972798854112625,8,3.0,3.0,10.8,3
John McGinn,Aston Villa,Manchester City,2022-05-22,False,90,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0
