name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Stuart McKinstry,Leeds,Newcastle United,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,West Ham,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Watford,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Southampton,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Wolverhampton,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Norwich,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Leeds United,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Tottenham,2021-11-21,False,3,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Stuart McKinstry,Leeds,Brighton,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Crystal Palace,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Brentford,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Chelsea,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Manchester City,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Arsenal,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Burnley,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,West Ham,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Newcastle United,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Aston Villa,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Everton,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Manchester United,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Liverpool,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Tottenham,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Leeds United,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Aston Villa,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Norwich,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Wolverhampton,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Southampton,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Watford,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Crystal Palace,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Manchester City,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Arsenal,,False,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Chelsea,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Brighton,,True,0,,,,,0,,,0.0,0
Stuart McKinstry,Leeds,Brentford,,False,0,,,,,0,,,0.0,0
