name,team,opponent_team,date,was_home,position,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus,clean_sheets,goals_conceded,form,xG&A_form,minutes_per_game
Diogo Jota,Liverpool,Norwich,2021-08-14,False,FW,60,1.0,0.61,0.0,0.0,8,2.0,0.0,7.6,0,1,0,0.0,0.0,60.0
Diogo Jota,Liverpool,Brighton,2021-10-30,True,Sub,12,0.0,0.0,0.0,0.1,1,0.0,1.0,1.7,0,0,0,8.0,0.61,36.0
Diogo Jota,Liverpool,West Ham,2021-11-07,False,FW,75,0.0,0.11,0.0,0.03,2,2.0,2.0,3.7,0,0,3,4.5,0.3,49.0
Diogo Jota,Liverpool,Arsenal,2021-11-20,True,FW,75,1.0,0.87,0.0,0.0,8,2.0,0.0,8.3,0,1,0,3.67,0.24,55.5
Diogo Jota,Liverpool,Southampton,2021-11-27,True,FW,80,2.0,2.45,0.0,0.08,14,7.0,1.0,20.4,1,1,0,4.75,0.4,60.4
Diogo Jota,Liverpool,Everton,2021-12-01,False,FW,87,1.0,0.34,0.0,0.68,8,2.0,3.0,12.3,1,0,1,6.6,0.81,64.83
Diogo Jota,Liverpool,Wolverhampton,2021-12-04,False,FW,81,0.0,0.7,0.0,0.04,3,4.0,1.0,6.0,0,1,0,6.6,0.75,67.14
Diogo Jota,Liverpool,Aston Villa,2021-12-11,True,Sub,32,0.0,0.98,0.0,0.0,1,2.0,0.0,0.9,0,0,0,7.0,0.89,62.75
Diogo Jota,Liverpool,Newcastle United,2021-12-16,True,FW,90,1.0,1.78,0.0,0.07,7,7.0,1.0,17.5,0,0,1,6.8,1.07,65.78
Diogo Jota,Liverpool,Tottenham,2021-12-19,False,FW,90,1.0,0.17,0.0,0.0,7,3.0,0.0,7.0,0,0,2,6.6,1.25,68.2
Diogo Jota,Liverpool,Burnley,2021-08-21,True,FW,80,1.0,0.41,0.0,0.24,8,3.0,2.0,10.7,0,1,0,5.2,0.79,69.27
Diogo Jota,Liverpool,Leeds United,2021-12-28,False,FW,90,0.0,0.25,0.0,0.37,2,3.0,1.0,6.5,0,0,1,5.2,0.81,71.0
Diogo Jota,Liverpool,Chelsea,2022-01-02,False,FW,68,0.0,0.0,0.0,0.0,5,0.0,0.0,0.9,0,0,2,5.0,0.72,70.77
Diogo Jota,Liverpool,Brentford,2022-01-16,True,FWL,81,0.0,0.78,0.0,0.0,3,6.0,0.0,10.6,0,1,0,5.8,0.52,71.5
