name,team,opponent_team,date,was_home,minutes,goals,xG,assists,xA,total_points,shots,key_passes,ict_index,bonus
Mason Mount,Chelsea,Crystal Palace,2021-08-14,True,90,0.0,0.1467594057321548,0.0,0.0,6,3.0,0.0,6.2,0
Mason Mount,Chelsea,Arsenal,2021-08-22,False,81,0.0,0.173637181520462,1.0,1.410140872001648,6,3.0,4.0,12.0,0
Mason Mount,Chelsea,Liverpool,2021-08-28,False,90,0.0,0.1142570152878761,0.0,0.1492165774106979,2,1.0,1.0,3.2,0
Mason Mount,Chelsea,Aston Villa,,True,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Tottenham,2021-09-19,False,45,0.0,0.1633527278900146,0.0,0.0,1,2.0,0.0,4.1,0
Mason Mount,Chelsea,Manchester City,,True,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Southampton,2021-10-02,True,25,0.0,0.0910649001598358,0.0,0.7986506819725037,1,1.0,2.0,5.9,0
Mason Mount,Chelsea,Brentford,2021-10-16,False,25,0.0,0.0,0.0,0.0,1,0.0,0.0,1.4,0
Mason Mount,Chelsea,Norwich,2021-10-23,True,90,3.0,1.517725706100464,1.0,0.4413617551326751,24,5.0,3.0,22.6,3
Mason Mount,Chelsea,Newcastle United,,False,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Burnley,2021-11-06,True,5,0.0,0.0,0.0,0.0120480200275778,1,0.0,1.0,2.1,0
Mason Mount,Chelsea,Leeds United,2021-11-20,False,61,0.0,0.0761953890323638,0.0,0.0,3,1.0,0.0,0.6,0
Mason Mount,Chelsea,Manchester United,2021-11-28,True,12,0.0,0.0,0.0,0.0786663144826889,1,0.0,1.0,1.4,0
Mason Mount,Chelsea,Watford,2021-12-01,False,90,1.0,0.4928401708602905,1.0,0.0967701524496078,12,2.0,1.0,9.7,2
Mason Mount,Chelsea,West Ham,2021-12-04,False,90,1.0,0.1532284766435623,1.0,0.4033196568489074,13,3.0,4.0,20.5,3
Mason Mount,Chelsea,Leicester City,2021-12-11,True,90,1.0,0.3661978542804718,0.0,0.0150737380608916,6,2.0,1.0,11.0,0
Mason Mount,Chelsea,Everton,2021-12-16,True,90,1.0,0.9944225549697876,0.0,0.0309374090284109,7,6.0,1.0,15.9,0
Mason Mount,Chelsea,Wolverhampton,2021-12-19,False,90,0.0,0.0942179411649704,0.0,0.188835471868515,3,2.0,3.0,10.3,0
Mason Mount,Chelsea,Aston Villa,2021-12-26,False,90,0.0,0.3140715360641479,0.0,0.1373879462480545,2,2.0,1.0,5.5,0
Mason Mount,Chelsea,Brighton,2021-12-29,True,90,0.0,0.1226923316717147,1.0,0.2784297168254852,4,2.0,4.0,13.0,0
Mason Mount,Chelsea,Liverpool,2022-01-02,True,90,0.0,0.2547761499881744,0.0,0.1402585804462433,2,4.0,2.0,8.3,0
Mason Mount,Chelsea,Manchester City,2022-01-15,False,9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.4,0
Mason Mount,Chelsea,Brighton,2022-01-18,False,90,0.0,0.0,0.0,0.0624543651938438,2,0.0,1.0,2.8,0
Mason Mount,Chelsea,Tottenham,2022-01-23,True,90,0.0,0.242432564496994,1.0,0.2066127210855484,6,3.0,4.0,13.6,0
Mason Mount,Chelsea,Crystal Palace,,False,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Burnley,2022-03-05,False,77,0.0,0.0367617830634117,0.0,0.0,3,1.0,0.0,2.8,0
Mason Mount,Chelsea,Norwich,2022-03-10,False,90,1.0,0.6985661387443542,1.0,0.8835784196853638,13,4.0,5.0,18.3,3
Mason Mount,Chelsea,Newcastle United,2022-03-13,True,62,0.0,0.0740193277597427,0.0,0.0,3,2.0,0.0,0.0,0
Mason Mount,Chelsea,Brentford,2022-04-02,True,90,0.0,0.1164477467536926,0.0,0.0372122302651405,2,2.0,1.0,5.8,0
Mason Mount,Chelsea,Southampton,2022-04-09,False,68,2.0,0.8817431330680847,1.0,0.3891492784023285,19,3.0,1.0,16.9,3
Mason Mount,Chelsea,Arsenal,2022-04-20,True,90,0.0,0.0593060702085495,1.0,0.186290293931961,4,1.0,3.0,8.4,0
Mason Mount,Chelsea,West Ham,2022-04-24,True,90,0.0,0.2146946936845779,0.0,0.1759862452745437,3,6.0,3.0,9.4,0
Mason Mount,Chelsea,Manchester United,2022-04-28,False,90,0.0,0.1469245553016662,0.0,0.2548797726631164,2,3.0,4.0,10.9,0
Mason Mount,Chelsea,Everton,2022-05-01,False,90,0.0,0.0576578862965106,0.0,0.1416910588741302,1,2.0,3.0,6.4,0
Mason Mount,Chelsea,Wolverhampton,,True,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Leicester City,2022-05-11,False,90,1.0,0.3907806575298309,1.0,0.2184019982814788,13,5.0,2.0,16.4,2
Mason Mount,Chelsea,Leeds United,,True,0,,,,,0,,,0.0,0
Mason Mount,Chelsea,Watford,2022-05-22,True,88,0.0,0.5276511907577515,0.0,0.4755650758743286,2,5.0,2.0,0.0,0
