Opponent,Home Difficulty,Away Difficulty
Arsenal,,0.0033369996046508366
Aston Villa,-3.955853130361014,
Bournemouth,1.22661908691277,
Brentford,-2.0889678101279796,
Brighton,-0.5173492179872617,
Burnley,,
Chelsea,-0.6469518035240138,
Crystal Palace,,-3.044654191623329
Everton,1.336094341652295,
Leeds United,,-2.0090106267321914
Leicester City,,-2.7181671720812504
Liverpool,-0.5502791382887623,
Luton,,
Manchester City,,-0.18290219500874927
Manchester United,2.9696608948792163,
Newcastle United,3.930905778808903,
Norwich,,
Nottingham Forest,,-0.5132147160957539
Sheffield,,
Southampton,-0.6714203183058962,
Tottenham,,1.2312167069174165
Watford,,
West Ham,,5.623929186065554
Wolverhampton,,-0.42376269612329787
