Opponent,Home Difficulty,Away Difficulty
Arsenal,,4.70738635299262
Aston Villa,-1.2369782980409267,
Bournemouth,0.5508950560207685,
Brentford,0.7182959806934224,
Brighton,,0.44622425000138577
Burnley,,
Chelsea,0.6672568318519982,
Crystal Palace,-1.5862789536212913,
Everton,,0.6373032729116824
Fulham,0.278625276243009,
Leeds United,-2.603921027978375,3.166364670126548
Leicester City,,
Liverpool,-3.1456517420368053,
Luton,,
Manchester City,,4.9414511403529815
Manchester United,,0.8161329916125573
Newcastle United,,1.351605762573558
Norwich,,
Sheffield,,
Southampton,,-1.7211662921585296
Tottenham,5.644553117895634,
Watford,,
West Ham,-1.338773496016333,
Wolverhampton,,1.2694658459462143
