name,team,opponent_team,date,was_home,minutes,goals_conceded,expected_goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,starts,form,xG&A_form,minutes_per_game,clean_sheet_probability,saves_per_game,last_season_clean_sheet_probability,last_season_total_saves,last_season_expected_goals_conceded,next_week_points,next_team,next_was_home,next_opponent_team,next_week_specific_fixture_difficulty,next_week_holistic_fixture_difficulty
Stefan Ortega Moreno,Man City,Chelsea,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,True,Ipswich Town,,
Stefan Ortega Moreno,Man City,Ipswich Town,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,False,West Ham,,-0.34
Stefan Ortega Moreno,Man City,West Ham,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,True,Brentford,,0.54
Stefan Ortega Moreno,Man City,Brentford,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,True,Arsenal,,-0.32
Stefan Ortega Moreno,Man City,Arsenal,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,False,Newcastle United,,-0.44
Stefan Ortega Moreno,Man City,Newcastle United,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,True,Fulham,,0.27
Stefan Ortega Moreno,Man City,Fulham,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,False,Wolverhampton,,-0.53
Stefan Ortega Moreno,Man City,Wolverhampton,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,True,Southampton,,0.24
Stefan Ortega Moreno,Man City,Southampton,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,False,Bournemouth,,-0.04
Stefan Ortega Moreno,Man City,Bournemouth,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,0.0,Man City,False,Brighton,,-0.61
Stefan Ortega Moreno,Man City,Brighton,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.17,20.0,7.17,,Man City,True,Chelsea,,0.0
,Man City,,,,,,,,,,,,,,,,,,,,,,,Man City,False,Brentford,,-0.15
,Man City,,,,,,,,,,,,,,,,,,,,,,,Man City,True,West Ham,,0.48
