name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-03-19,0,Arsenal,0,0,0,1811,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-10-18,0,Wolverhampton,0,0,0,0,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-10-29,0,Southampton,0,0,0,342,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-11-06,0,West Ham,0,0,0,486,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-12-31,0,Bournemouth,0,0,0,1270,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-12-26,0,Fulham,0,0,0,1176,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-10-22,0,Everton,0,0,0,299,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2022-11-12,0,Nottingham Forest,0,0,0,760,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-01-21,0,Newcastle United,0,0,0,1340,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-02-18,0,Brentford,0,0,0,1683,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-03-04,0,Aston Villa,0,0,0,1840,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-01-04,0,Tottenham,0,0,0,1255,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-09,0,Leicester City,0,0,0,1838,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-02-25,0,Liverpool,0,0,0,1739,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-02-04,0,Manchester United,0,0,0,1427,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-01-15,0,Chelsea,0,0,0,1319,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-01-18,0,Manchester United,0,0,0,1319,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-02-11,0,Brighton,0,0,0,1605,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-03-11,0,Manchester City,0,0,0,1754,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-03-15,0,Brighton,0,0,0,1754,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-01,0,Leeds United,0,0,0,1800,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-22,0,Everton,0,0,0,2422,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-15,0,Southampton,0,0,0,1943,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-05-06,0,Tottenham,0,0,0,2200,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-25,0,Wolverhampton,0,0,0,2007,0,0,False
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-05-28,0,Nottingham Forest,0,0,0,2235,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-05-13,0,Bournemouth,0,0,0,2170,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-04-29,0,West Ham,0,0,0,2049,0,0,True
Owen Goodman,GK,Crystal Palace,0,0,0.0,0,2023-05-20,0,Fulham,0,0,0,2421,0,0,False
