name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-08-13,0,Manchester United,0,0,0,13970,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-08-07,0,Leeds United,0,0,0,15896,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-03-18,0,Leeds United,0,0,0,5875,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-19,0,Chelsea,0,0,0,8301,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-08-20,0,Fulham,0,0,0,12774,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-08,0,Newcastle United,0,0,0,9022,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-23,0,Aston Villa,0,0,0,8311,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-14,0,Brighton,0,0,0,8750,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-29,0,Wolverhampton,0,0,0,8107,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-11-05,0,Nottingham Forest,0,0,0,7937,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-11-12,0,Manchester City,0,0,0,7684,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-12-30,0,West Ham,0,0,0,6639,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-12-26,0,Tottenham,0,0,0,6697,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-01-22,0,Leicester City,0,0,0,6425,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-02-18,0,Crystal Palace,0,0,0,6202,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-08,0,Newcastle United,0,0,0,5761,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-03-06,0,Fulham,0,0,0,6032,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-01-02,0,Liverpool,0,0,0,6592,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-02-11,0,Arsenal,0,0,0,6247,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-02-04,0,Southampton,0,0,0,6319,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-01-14,0,Bournemouth,0,0,0,6480,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-03-11,0,Everton,0,0,0,5944,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-03-15,0,Southampton,0,0,0,5944,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-01,0,Brighton,0,0,0,5783,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-05,0,Manchester United,0,0,0,5783,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-22,0,Aston Villa,0,0,0,5706,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-09-18,0,Arsenal,0,0,0,9720,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-15,0,Wolverhampton,0,0,0,5732,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-08-27,0,Everton,0,0,0,11964,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-08-30,0,Crystal Palace,0,0,0,11390,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-26,0,Chelsea,0,0,0,5689,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-09-03,0,Leicester City,0,0,0,10793,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-05-06,0,Liverpool,0,0,0,5629,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2022-10-01,0,Bournemouth,0,0,0,9370,0,0,False
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-05-14,0,West Ham,0,0,0,5613,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-05-28,0,Manchester City,0,0,0,5557,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-04-29,0,Nottingham Forest,0,0,0,5657,0,0,True
Ellery Balcombe,GK,Brentford,0,0,0.0,0,2023-05-20,0,Tottenham,0,0,0,5589,0,0,False
