name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-08-13,0,Wolverhampton,0,25263,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-08-20,1,Brentford,0,23206,0,1,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-08-06,1,Liverpool,0,24578,0,1,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-10-20,0,Aston Villa,0,16138,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,1,0.0,2022-10-09,1,West Ham,0,16531,0,1,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-10-15,0,Bournemouth,0,16498,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-10-29,0,Everton,0,15666,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,1,0.0,2022-10-23,1,Leicester City,0,15931,0,1,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-12-26,0,Crystal Palace,0,14710,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-12-31,0,Southampton,0,14610,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-11-05,0,Manchester City,0,15391,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-11-13,0,Manchester United,0,15118,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-01-23,0,Tottenham,0,13820,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-02-18,0,Brighton,0,13708,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-02-24,0,Wolverhampton,0,13614,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-08,0,West Ham,0,13294,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-03-06,0,Brentford,0,13545,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-01-03,0,Leeds United,0,14469,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-01-12,0,Chelsea,0,14469,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-02-11,0,Nottingham Forest,0,13720,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-02-03,0,Chelsea,0,13766,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-01-15,0,Newcastle United,0,14154,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-03-12,0,Arsenal,0,13513,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-09-16,0,Nottingham Forest,0,17707,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-22,0,Leicester City,0,13303,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-01,0,Bournemouth,0,13280,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-08-27,0,Arsenal,0,21796,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-08-30,0,Brighton,0,20082,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-09-03,0,Tottenham,0,18565,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-15,0,Everton,0,13285,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-25,0,Aston Villa,0,13285,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2022-10-01,0,Newcastle United,0,17044,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.96,2,0.2,2023-05-08,13,Leeds United,0,13264,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-05-28,0,Manchester United,0,13303,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-05-13,0,Southampton,0,13268,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-04-30,0,Manchester City,0,13283,0,0,True
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-05-03,0,Liverpool,0,13283,0,0,False
Shane Duffy,DEF,Fulham,0,0,0.0,0,0.0,2023-05-20,0,Crystal Palace,0,13308,0,0,True
