name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,1,2022-10-22,90,Nottingham Forest,0,0,6,1632184,0,4,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,2,2022-08-06,90,Fulham,0,0,1,1567712,0,1,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,2,2022-08-22,90,Manchester United,0,0,2,1591356,0,1,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.2996,1,2022-12-26,90,Aston Villa,0,0,5,1722484,1,3,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,3,2022-10-09,90,Arsenal,0,0,4,1438231,0,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,2,2022-10-29,90,Leicester City,0,0,4,1689804,0,2,True
Alisson Ramses Becker,GK,Liverpool,0,1,0.6,0,2023-02-25,90,Crystal Palace,0,0,0,1886884,1,6,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.0531,1,2022-11-12,90,Southampton,0,0,4,1753735,1,3,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,1,2022-08-15,90,Crystal Palace,0,0,2,1646148,0,2,True
Alisson Ramses Becker,GK,Liverpool,3,1,0.0,0,2022-10-16,90,Manchester City,0,0,6,1371336,0,14,True
Alisson Ramses Becker,GK,Liverpool,0,1,0.93,0,2023-03-01,90,Wolverhampton,0,0,1,1886884,1,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,1,2022-11-06,90,Tottenham,0,0,4,1641982,0,3,False
Alisson Ramses Becker,GK,Liverpool,0,1,0.88,0,2023-03-05,90,Manchester United,0,0,4,1737344,1,7,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.9925,1,2022-12-30,90,Leeds United,0,0,1,1733970,1,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,2.09,3,2023-02-04,90,Wolverhampton,0,0,3,1531948,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,1,2.05,0,2023-02-18,90,Newcastle United,0,0,4,1485558,1,7,False
Alisson Ramses Becker,GK,Liverpool,3,1,0.0,0,2022-10-19,90,West Ham,0,1,3,1515650,0,15,True
Alisson Ramses Becker,GK,Liverpool,0,1,0.28,0,2023-02-13,90,Everton,0,0,1,1483005,1,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,1.9671,3,2023-01-02,90,Brentford,0,0,5,1714912,1,2,False
Alisson Ramses Becker,GK,Liverpool,3,1,1.5902,0,2023-01-21,90,Chelsea,0,0,2,1552900,1,9,True
Alisson Ramses Becker,GK,Liverpool,0,0,2.238,3,2023-01-14,90,Brighton,0,0,5,1618624,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.86,1,2023-03-11,90,Bournemouth,0,0,1,1763589,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.41,2,2023-04-09,90,Arsenal,0,0,3,1692623,1,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,2.96,4,2023-04-01,90,Manchester City,0,0,4,1718409,1,1,False
Alisson Ramses Becker,GK,Liverpool,0,1,2.12,0,2023-04-04,90,Chelsea,0,0,2,1718409,1,6,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.34,1,2023-04-17,90,Leicester City,0,0,2,1671062,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.82,2,2023-04-22,90,Nottingham Forest,0,0,3,1744314,1,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.78,1,2023-04-26,90,West Ham,0,0,1,1726270,1,2,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.99,3,2023-04-30,90,Tottenham,0,0,3,1746421,1,2,True
Alisson Ramses Becker,GK,Liverpool,3,1,0.69,0,2023-05-03,90,Fulham,0,0,3,1746421,1,10,True
Alisson Ramses Becker,GK,Liverpool,0,1,0.19,0,2023-05-06,90,Brentford,0,0,2,1753357,1,5,True
Alisson Ramses Becker,GK,Liverpool,2,1,0.54,0,2023-05-15,90,Leeds United,0,0,4,1765223,1,9,False
Alisson Ramses Becker,GK,Liverpool,0,0,1.39,1,2023-05-20,90,Aston Villa,0,0,2,1768726,1,2,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,0,2023-05-28,0,Southampton,0,0,0,1935881,0,0,False
Alisson Ramses Becker,GK,Liverpool,0,1,0.0,0,2022-08-27,90,Bournemouth,0,0,2,1568834,0,6,True
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,1,2022-08-31,90,Newcastle United,0,0,1,1568930,0,2,True
Alisson Ramses Becker,GK,Liverpool,1,1,0.0,0,2022-09-03,90,Everton,0,0,4,1542628,0,8,False
Alisson Ramses Becker,GK,Liverpool,0,0,0.0,3,2022-10-01,90,Brighton,0,0,3,1541717,0,2,True
