name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-03-18,0,Wolverhampton,3398,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2022-12-28,0,Manchester City,1932,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-02-18,0,Everton,2748,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2022-11-05,0,Bournemouth,0,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2022-11-12,1,Tottenham,683,0,1,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-02-25,0,Southampton,3488,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2022-12-31,0,Newcastle United,2049,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-01-22,0,Brentford,2212,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-09,0,Crystal Palace,3433,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,2.2,2023-03-04,22,Chelsea,3178,0,1,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-02-12,0,Manchester United,2651,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-01-04,0,West Ham,2060,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-02-05,0,Nottingham Forest,2424,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-02-08,1,Manchester United,2424,0,1,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-01-13,0,Aston Villa,2373,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-03-11,0,Brighton,3493,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-01,0,Arsenal,3590,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-04,0,Nottingham Forest,3590,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-22,0,Fulham,3504,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-17,0,Liverpool,3458,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-25,0,Leeds United,3511,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-05-06,0,Manchester City,3761,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-04-30,0,Bournemouth,3769,0,0,False
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-05-13,0,Newcastle United,3769,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-05-28,0,Tottenham,3914,0,0,True
Mateo Joseph Fernández,FWD,Leeds,0,0.0,2023-05-21,0,West Ham,3878,0,0,False
