name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-03-17,0,Newcastle United,0,0,0,167440,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-18,0,Brighton,0,0,0,195026,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-08-14,0,West Ham,0,0,0,211717,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-08-20,0,Everton,0,0,0,206645,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-08-06,0,Newcastle United,0,0,0,204804,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-15,0,Wolverhampton,0,0,0,195442,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-10,0,Aston Villa,0,0,0,188799,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-30,0,Arsenal,0,0,0,195844,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-11-05,0,Brentford,0,0,0,194102,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-01-01,0,Chelsea,0,0,0,173234,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,1.3582,1,2023-01-21,90,Bournemouth,0,0,2,179893,1,2,False
Wayne Hennessey,GK,Nott'm Forest,0,0,2.4712,3,2022-12-27,90,Manchester United,0,0,5,172144,1,2,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-22,0,Liverpool,0,0,0,201109,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-11-12,0,Crystal Palace,0,0,0,194174,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-03-05,0,Everton,0,0,0,175120,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-02-18,0,Manchester City,0,0,0,180416,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-01-04,0,Southampton,0,0,0,173191,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-02-25,0,West Ham,0,0,0,178204,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-02-05,0,Leicester City,0,0,0,183102,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-08,0,Aston Villa,0,0,0,161800,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-02-11,0,Fulham,0,0,0,182307,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-01-14,0,Leeds United,0,0,0,174762,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-03-11,0,Tottenham,0,0,0,172430,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-01,0,Wolverhampton,0,0,0,162225,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-04,0,Leicester City,0,0,0,162225,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-22,0,Liverpool,0,0,0,159758,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-09-16,0,Fulham,0,0,0,179199,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-16,0,Manchester United,0,0,0,160887,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-05-08,0,Southampton,0,0,0,156658,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-08-31,0,Manchester City,0,0,0,195585,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-08-28,0,Tottenham,0,0,0,201276,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-26,0,Brighton,0,0,0,158995,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-09-03,0,Bournemouth,0,0,0,189326,0,0,True
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2022-10-03,0,Leeds United,0,0,0,175947,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,1.6,1,2023-05-28,90,Crystal Palace,0,0,3,155004,1,3,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-05-13,0,Chelsea,0,0,0,156009,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-04-29,0,Brentford,0,0,0,157589,0,0,False
Wayne Hennessey,GK,Nott'm Forest,0,0,0.0,0,2023-05-20,1,Arsenal,0,0,0,154946,0,1,True
