name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-08-13,0,Aston Villa,0,5824,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-03-18,0,Chelsea,0,5186,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-19,0,Newcastle United,0,5403,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-08-20,0,Nottingham Forest,0,5910,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-15,0,Tottenham,0,5403,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-09,0,Manchester United,0,5389,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.6,2022-08-06,20,Chelsea,0,4684,0,1,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-12-26,0,Wolverhampton,0,5223,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-12-31,0,Manchester City,0,5214,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-29,0,Fulham,0,5351,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-11-05,0,Leeds United,0,5292,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-02-25,0,Aston Villa,0,5219,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-01-21,0,West Ham,0,5201,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-03-01,0,Arsenal,0,5219,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-01-03,0,Brighton,0,5212,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-11-12,0,Bournemouth,0,5262,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-22,0,Crystal Palace,0,5386,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-02-18,0,Leicester City,0,5195,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-03-05,0,Nottingham Forest,0,5181,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-02-04,0,Arsenal,0,5199,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-02-13,0,Liverpool,0,5187,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-04-08,0,Manchester United,0,5201,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-01-14,0,Southampton,0,5216,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-03-11,0,Brentford,0,5178,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-04-03,0,Tottenham,0,5191,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-04-22,0,Crystal Palace,0,5123,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-04-15,0,Fulham,0,5137,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-09-18,0,West Ham,0,5441,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-05-08,0,Brighton,0,5048,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-04-27,0,Newcastle United,0,5088,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.3,2022-08-27,4,Brentford,0,5785,0,1,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-08-30,0,Leicester City,0,5664,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-09-03,0,Liverpool,0,5457,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2022-10-01,0,Southampton,0,5401,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-05-28,0,Bournemouth,0,5023,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-05-14,0,Manchester City,0,5025,0,0,True
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-05-01,0,Leeds United,0,5079,0,0,False
Rúben Nascimento Vinagre,DEF,Everton,0,0,0.0,0,0.0,2023-05-20,0,Wolverhampton,0,5012,0,0,False
