name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Marcus Forss,FWD,Brentford,0,0.0,2023-03-18,0,Leeds United,4926,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-08-13,0,Manchester United,14563,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-08-20,0,Fulham,12460,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-10-19,0,Chelsea,6181,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-08-07,0,Leeds United,18037,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-10-14,0,Brighton,6519,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-10-08,0,Newcastle United,6767,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-10-29,0,Wolverhampton,5978,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-12-26,0,Tottenham,5397,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-11-05,0,Nottingham Forest,5806,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-12-30,0,West Ham,5346,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-10-23,0,Aston Villa,6163,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-01-22,0,Leicester City,5193,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-11-12,0,Manchester City,5677,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-01-02,0,Liverpool,5306,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-02-18,0,Crystal Palace,5034,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-03-06,0,Fulham,4983,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-02-04,0,Southampton,5112,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-04-08,0,Newcastle United,4881,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-02-11,0,Arsenal,5066,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-01-14,0,Bournemouth,5243,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-03-11,0,Everton,4954,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-03-15,0,Southampton,4954,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-04-01,0,Brighton,4900,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-04-05,0,Manchester United,4900,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-09-18,0,Arsenal,7366,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-04-22,0,Aston Villa,4842,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-04-15,0,Wolverhampton,4862,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-08-27,0,Everton,11140,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-08-30,0,Crystal Palace,10145,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-05-06,0,Liverpool,4817,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2022-09-03,0,Leicester City,8923,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2022-10-01,0,Bournemouth,7146,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-04-26,0,Chelsea,4834,0,0,False
Marcus Forss,FWD,Brentford,0,0.0,2023-05-28,0,Manchester City,4780,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-05-14,0,West Ham,4804,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-04-29,0,Nottingham Forest,4826,0,0,True
Marcus Forss,FWD,Brentford,0,0.0,2023-05-20,0,Tottenham,4790,0,0,False
