name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,2,0.9,2022-08-13,90,Leicester City,0,6255,0,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,2.2,2022-10-16,41,West Ham,0,27788,0,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,4,2.3,2022-10-08,90,Manchester City,0,27644,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2022-10-19,0,Bournemouth,0,23421,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.39,0,0.0,2023-03-18,7,Tottenham,0,25237,1,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,1,5.0,2022-08-20,90,Leeds United,0,6473,0,5,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2022-10-29,0,Crystal Palace,0,18009,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2022-08-06,0,Tottenham,0,5917,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,3,3.7,2022-11-06,71,Newcastle United,0,16923,0,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,1.5336,2,2.5,2022-12-31,90,Fulham,0,17845,1,1,False
Armel Bella-Kotchap,DEF,Southampton,0,0,1.7034,3,2.2,2022-11-12,72,Liverpool,0,17113,1,1,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-01-21,0,Aston Villa,0,15759,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2022-12-26,0,Brighton,0,18017,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.86,1,2.9,2023-02-25,90,Leicester City,0,18218,1,1,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2022-10-23,0,Arsenal,0,20771,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,1.1968,1,0.6,2023-01-04,33,Nottingham Forest,0,17970,1,1,True
Armel Bella-Kotchap,DEF,Southampton,2,1,1.9,0,1.8,2023-03-04,90,Leeds United,0,16661,1,8,True
Armel Bella-Kotchap,DEF,Southampton,0,1,1.55,0,1.7,2023-02-18,90,Chelsea,0,15301,1,5,False
Armel Bella-Kotchap,DEF,Southampton,0,0,2.64,4,1.0,2023-04-08,90,Manchester City,0,18314,1,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-02-11,0,Wolverhampton,0,15300,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-02-04,0,Brentford,0,15398,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-01-14,0,Everton,0,16547,0,0,False
Armel Bella-Kotchap,DEF,Southampton,3,1,0.84,0,5.0,2023-03-12,90,Manchester United,0,20208,1,9,False
Armel Bella-Kotchap,DEF,Southampton,0,0,2.01,2,2.5,2023-03-15,90,Brentford,0,20208,1,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-04-02,0,West Ham,0,19576,0,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.81,2,3.0,2023-04-15,90,Crystal Palace,0,19139,1,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,2.81,3,6.2,2023-04-21,90,Arsenal,0,18869,1,4,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.49,2,0.8,2023-05-08,37,Nottingham Forest,0,18631,1,0,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-04-27,0,Bournemouth,0,19512,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,1,2.9,2022-09-16,90,Aston Villa,0,31033,0,2,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,1,4.5,2022-08-27,90,Manchester United,0,9314,0,2,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,1,2.2,2022-08-30,90,Chelsea,0,11855,0,2,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,1,1.6,2022-09-03,90,Wolverhampton,0,19803,0,1,False
Armel Bella-Kotchap,DEF,Southampton,0,0,4.47,3,2.8,2023-04-30,90,Newcastle United,0,18688,1,1,False
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-05-13,0,Fulham,0,17942,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-05-28,0,Liverpool,0,17132,0,0,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,2,2.3,2022-10-01,90,Everton,0,29292,0,1,True
Armel Bella-Kotchap,DEF,Southampton,0,0,0.0,0,0.0,2023-05-21,0,Brighton,0,17331,0,0,False
