name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Yves Bissouma,MID,Spurs,0,0,0,0.8,2022-08-14,11,Chelsea,54513,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-18,0,Southampton,26350,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,1.2,2022-08-20,4,Wolverhampton,55908,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,1.6,2022-08-06,4,Southampton,55180,0,0,True
Yves Bissouma,MID,Spurs,0,0,2,0.3,2022-10-19,81,Manchester United,35664,0,2,False
Yves Bissouma,MID,Spurs,0,1,0,1.3,2022-10-08,69,Brighton,36388,0,2,False
Yves Bissouma,MID,Spurs,0,0,0,2.9,2022-10-15,38,Everton,36307,0,1,True
Yves Bissouma,MID,Spurs,0,0,2,0.9,2022-10-29,57,Bournemouth,35028,0,1,False
Yves Bissouma,MID,Spurs,0,0,2,0.7,2022-10-23,90,Newcastle United,35848,0,2,True
Yves Bissouma,MID,Spurs,0,0,2,3.4,2023-01-01,79,Aston Villa,31745,1,1,True
Yves Bissouma,MID,Spurs,0,0,2,2.8,2022-12-26,90,Brentford,32145,1,1,False
Yves Bissouma,MID,Spurs,0,0,2,2.8,2022-11-06,87,Liverpool,33754,0,2,True
Yves Bissouma,MID,Spurs,0,0,1,0.1,2022-11-12,21,Leicester City,33305,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.1,2023-01-23,1,Fulham,29813,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-19,0,West Ham,27710,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-26,0,Chelsea,27192,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-08,0,Brighton,26024,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-01-04,0,Crystal Palace,30720,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-04,0,Wolverhampton,26836,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-11,0,Leeds United,28483,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-02-05,6,Manchester City,28992,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,2.8,2023-01-15,14,Arsenal,30415,0,1,True
Yves Bissouma,MID,Spurs,0,0,1,0.0,2023-01-19,15,Manchester City,30415,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-03-11,0,Nottingham Forest,26511,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-03,0,Everton,26126,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,0.4,2022-09-17,20,Leeds United,38188,0,1,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-23,0,Newcastle United,25813,0,0,False
Yves Bissouma,MID,Spurs,0,0,0,1.0,2022-08-28,7,Nottingham Forest,48084,0,1,False
Yves Bissouma,MID,Spurs,0,0,1,1.4,2022-08-31,90,West Ham,43867,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2022-09-03,0,Fulham,41813,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-15,0,Bournemouth,25905,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.2,2022-10-01,19,Arsenal,36912,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-27,0,Manchester United,25763,0,0,True
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-05-06,0,Crystal Palace,25601,0,0,True
Yves Bissouma,MID,Spurs,0,0,1,0.0,2023-05-28,76,Leicester City,25795,1,2,False
Yves Bissouma,MID,Spurs,0,0,1,0.7,2023-05-13,29,Aston Villa,25613,0,1,False
Yves Bissouma,MID,Spurs,0,0,0,0.0,2023-04-30,0,Liverpool,25693,0,0,False
Yves Bissouma,MID,Spurs,0,0,3,1.4,2023-05-20,90,Brentford,25698,1,1,True
