name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Jordan Pickford,GK,Everton,0,0,2.37,2,2023-03-18,90,Chelsea,0,0,5,649214,1,2,False
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-08-13,90,Aston Villa,0,0,1,522367,0,1,False
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-10-19,90,Newcastle United,0,0,3,541310,0,3,False
Jordan Pickford,GK,Everton,1,0,0.0,1,2022-08-20,90,Nottingham Forest,0,0,4,524261,0,7,True
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-06,90,Chelsea,0,0,5,423510,0,3,True
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-10-15,90,Tottenham,0,0,5,550404,0,2,False
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-10-09,90,Manchester United,0,0,2,541030,0,1,True
Jordan Pickford,GK,Everton,3,1,0.0,0,2022-10-29,90,Fulham,0,0,6,571408,0,11,False
Jordan Pickford,GK,Everton,0,0,2.0391,1,2022-12-31,90,Manchester City,0,0,2,636027,1,2,False
Jordan Pickford,GK,Everton,0,0,0.7136,2,2022-12-26,90,Wolverhampton,0,0,2,674744,1,1,True
Jordan Pickford,GK,Everton,0,0,0.0,2,2022-11-05,90,Leeds United,0,0,6,634170,0,3,True
Jordan Pickford,GK,Everton,0,1,0.0,0,2022-10-22,90,Crystal Palace,0,0,2,560630,0,6,True
Jordan Pickford,GK,Everton,0,0,2.5055,3,2022-11-12,90,Bournemouth,0,0,5,662805,1,2,False
Jordan Pickford,GK,Everton,0,0,2.3338,2,2023-01-21,90,West Ham,0,0,2,597371,1,1,False
Jordan Pickford,GK,Everton,0,1,0.6,0,2023-02-18,90,Leicester City,0,0,0,585910,1,6,True
Jordan Pickford,GK,Everton,0,0,0.91,2,2023-03-05,90,Nottingham Forest,0,0,2,692784,1,1,False
Jordan Pickford,GK,Everton,0,0,2.1978,4,2023-01-03,90,Brighton,0,0,4,630360,1,1,True
Jordan Pickford,GK,Everton,0,0,3.46,2,2023-04-08,90,Manchester United,0,0,9,636389,1,4,False
Jordan Pickford,GK,Everton,0,0,1.94,2,2023-02-25,90,Aston Villa,0,0,3,878382,1,2,True
Jordan Pickford,GK,Everton,0,0,2.79,4,2023-03-01,90,Arsenal,0,0,1,878382,1,0,False
Jordan Pickford,GK,Everton,0,1,0.86,0,2023-02-04,90,Arsenal,0,0,2,572476,1,5,True
Jordan Pickford,GK,Everton,0,0,2.19,2,2023-02-13,90,Liverpool,0,0,4,574843,1,1,False
Jordan Pickford,GK,Everton,0,0,1.2443,2,2023-01-14,90,Southampton,0,0,3,614012,1,2,True
Jordan Pickford,GK,Everton,1,1,2.1,0,2023-03-11,90,Brentford,0,0,3,662579,1,8,True
Jordan Pickford,GK,Everton,0,0,1.48,1,2023-04-03,90,Tottenham,0,0,0,633182,1,2,True
Jordan Pickford,GK,Everton,0,0,0.0,0,2022-09-18,0,West Ham,0,0,0,504247,0,0,True
Jordan Pickford,GK,Everton,0,1,0.49,0,2023-04-22,90,Crystal Palace,0,0,2,663775,1,6,False
Jordan Pickford,GK,Everton,0,0,1.83,3,2023-04-15,90,Fulham,0,0,4,661237,1,2,True
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-30,90,Leicester City,0,0,4,532658,0,3,False
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-08-27,90,Brentford,0,0,4,538466,0,2,False
Jordan Pickford,GK,Everton,2,1,0.0,0,2022-09-03,90,Liverpool,0,0,8,527449,0,9,True
Jordan Pickford,GK,Everton,0,0,3.26,1,2023-05-08,90,Brighton,0,0,4,645370,1,3,False
Jordan Pickford,GK,Everton,0,0,0.0,1,2022-10-01,90,Southampton,0,0,5,517177,0,2,False
Jordan Pickford,GK,Everton,0,0,2.44,4,2023-04-27,90,Newcastle United,0,0,3,656607,1,1,True
Jordan Pickford,GK,Everton,0,1,0.49,0,2023-05-28,90,Bournemouth,0,0,1,725577,1,5,True
Jordan Pickford,GK,Everton,0,0,0.76,3,2023-05-14,90,Manchester City,0,0,1,643057,1,1,True
Jordan Pickford,GK,Everton,3,0,3.46,2,2023-05-01,90,Leeds United,0,1,3,640007,1,10,False
Jordan Pickford,GK,Everton,0,0,1.55,1,2023-05-20,90,Wolverhampton,0,0,4,648910,1,3,False
