name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-02-25,0,Southampton,0,385,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-09,0,Crystal Palace,0,747,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-03-04,0,Chelsea,0,367,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-03-11,0,Brighton,0,510,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-02-12,0,Manchester United,0,0,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-02-18,0,Everton,0,116,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-03-18,0,Wolverhampton,0,602,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-01,0,Arsenal,0,834,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-04,0,Nottingham Forest,0,834,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-17,0,Liverpool,0,822,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-22,0,Fulham,0,930,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-25,0,Leeds United,0,951,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-04-30,0,Bournemouth,0,1013,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-05-06,0,Manchester City,0,1483,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-05-13,0,Newcastle United,0,1387,0,0,True
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-05-21,0,West Ham,0,1286,0,0,False
Jeremiah Chilokoa-Mullen,DEF,Leeds,0,0,0.0,0,0.0,2023-05-28,0,Tottenham,0,1326,0,0,True
