name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-03-18,0,Bournemouth,0,0,0,647,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2022-12-26,0,Liverpool,0,0,0,0,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-01-01,0,Tottenham,0,0,0,305,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-01-21,0,Southampton,0,0,0,987,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-02-18,0,Arsenal,0,0,0,770,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-03-04,0,Crystal Palace,0,0,0,688,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-01-04,0,Wolverhampton,0,0,0,489,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-08,0,Nottingham Forest,0,0,0,615,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-02-25,0,Everton,0,0,0,710,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-02-04,0,Leeds United,0,0,0,934,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-01-13,0,Leicester City,0,0,0,837,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-02-12,0,Manchester City,0,0,0,831,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-03-12,0,West Ham,0,0,0,664,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-22,0,Brentford,0,0,0,594,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-01,0,Chelsea,0,0,0,622,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-04,0,Leeds United,0,0,0,622,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-15,0,Newcastle United,0,0,0,606,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-05-06,0,Wolverhampton,0,0,0,572,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-25,0,Fulham,0,0,0,590,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-05-28,0,Brighton,0,0,0,560,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-05-13,0,Tottenham,0,0,0,568,0,0,True
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-04-30,0,Manchester United,0,0,0,584,0,0,False
Filip Marschall,GK,Aston Villa,0,0,0.0,0,2023-05-20,0,Liverpool,0,0,0,565,0,0,False
