name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-08-13,0,Newcastle United,7509,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-08-21,0,West Ham,7438,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-08-07,0,Manchester United,6650,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-18,0,Nottingham Forest,3002,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-08,0,Tottenham,3261,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-14,0,Brentford,3134,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-29,0,Chelsea,2892,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-22,0,Manchester City,2974,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-12-31,0,Arsenal,2635,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-12-26,0,Southampton,2660,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-11-05,0,Wolverhampton,2823,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-11-13,0,Aston Villa,2792,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-01-21,0,Leeds United,2575,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-02-18,0,Fulham,2527,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-08,0,Tottenham,2484,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-01-03,0,Everton,2618,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-03-04,0,West Ham,2511,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-02-11,0,Crystal Palace,2538,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-02-04,0,Bournemouth,2549,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-01-14,0,Liverpool,2591,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-03-11,0,Leicester City,2497,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-03-15,0,Crystal Palace,2497,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-01,0,Brentford,2488,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-04,0,Bournemouth,2488,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-08-27,0,Leicester City,6365,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-08-30,0,Fulham,5029,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-09-04,0,Leeds United,4210,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-15,0,Chelsea,2482,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-26,0,Nottingham Forest,2478,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2022-10-01,0,Liverpool,3446,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-08,0,Everton,2476,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-28,0,Aston Villa,2469,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-14,0,Arsenal,2473,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-18,0,Newcastle United,2473,0,0,False
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-04-29,0,Wolverhampton,2476,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-04,0,Manchester United,2476,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-21,0,Southampton,2470,0,0,True
Kacper Kozłowski,MID,Brighton,0,0,0,0.0,2023-05-24,0,Manchester City,2470,0,0,True
