name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-03-19,0,Crystal Palace,626,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-01-22,0,Manchester United,683,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-02-18,0,Aston Villa,721,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-02-25,0,Leeds United,680,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-03-01,0,Everton,680,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-04-09,0,Liverpool,605,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-01-03,0,Newcastle United,0,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-03-04,0,Bournemouth,660,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-02-11,0,Brentford,769,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-02-15,0,Manchester City,769,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-02-04,0,Everton,923,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-01-15,0,Tottenham,401,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-03-12,0,Fulham,642,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-04-01,0,Leicester City,614,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-04-21,0,Southampton,596,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-04-16,0,West Ham,600,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-04-26,0,Manchester City,592,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-05-07,0,Newcastle United,581,0,0,False
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-05-28,0,Wolverhampton,571,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-05-14,0,Brighton,579,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-05-02,0,Chelsea,588,0,0,True
Nathan Butler-Oyedeji,FWD,Arsenal,0,0.0,2023-05-20,0,Nottingham Forest,573,0,0,False
