name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-03-18,0,Aston Villa,1527,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-01-21,0,Nottingham Forest,318,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-02-25,0,Manchester City,1397,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-02-18,0,Wolverhampton,894,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-03-04,0,Arsenal,1495,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-02-04,0,Brighton,555,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-08,0,Leeds United,1584,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-02-11,0,Newcastle United,745,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-01-14,0,Brentford,0,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-03-11,0,Liverpool,1563,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-01,0,Fulham,1655,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-04,0,Brighton,1655,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-23,0,West Ham,1750,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-15,0,Tottenham,1667,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-05-06,0,Chelsea,2021,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-27,0,Southampton,1765,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-05-28,0,Everton,2592,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-05-13,0,Crystal Palace,2064,0,0,False
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-04-30,0,Leicester City,2014,0,0,True
Daniel Adu-Adjei,FWD,Bournemouth,0,0.0,2023-05-20,0,Manchester United,3428,0,0,True
