name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Roberto Firmino,FWD,Liverpool,0,1.8,2022-08-06,50,Fulham,109701,0,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-08-15,0,Crystal Palace,111781,0,0,True
Roberto Firmino,FWD,Liverpool,0,5.7,2022-08-22,90,Manchester United,116439,0,2,False
Roberto Firmino,FWD,Liverpool,0,11.9,2022-10-19,80,West Ham,1348438,0,2,True
Roberto Firmino,FWD,Liverpool,1,6.1,2022-10-09,48,Arsenal,465848,0,6,False
Roberto Firmino,FWD,Liverpool,0,4.7,2022-10-16,71,Manchester City,596036,0,2,True
Roberto Firmino,FWD,Liverpool,0,13.9,2022-10-29,90,Leicester City,943115,0,2,True
Roberto Firmino,FWD,Liverpool,0,1.6,2022-10-22,75,Nottingham Forest,1039303,0,2,False
Roberto Firmino,FWD,Liverpool,0,3.8,2022-11-06,73,Tottenham,874024,0,2,False
Roberto Firmino,FWD,Liverpool,0,0.0,2022-12-26,0,Aston Villa,553746,0,0,False
Roberto Firmino,FWD,Liverpool,0,8.2,2022-11-12,74,Southampton,883725,1,6,True
Roberto Firmino,FWD,Liverpool,0,0.0,2022-12-30,0,Leeds United,432821,0,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-01-21,0,Chelsea,332650,0,0,True
Roberto Firmino,FWD,Liverpool,0,2.3,2023-02-18,31,Newcastle United,307450,0,1,False
Roberto Firmino,FWD,Liverpool,1,7.0,2023-04-09,12,Arsenal,309221,0,6,True
Roberto Firmino,FWD,Liverpool,0,0.2,2023-02-25,19,Crystal Palace,354604,0,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-03-01,1,Wolverhampton,354604,0,1,True
Roberto Firmino,FWD,Liverpool,0,9.6,2023-03-05,11,Manchester United,321829,0,8,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-01-02,0,Brentford,396379,0,0,False
Roberto Firmino,FWD,Liverpool,0,1.3,2023-02-13,10,Everton,306507,0,1,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-02-04,0,Wolverhampton,312653,0,0,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-01-14,0,Brighton,356472,0,0,False
Roberto Firmino,FWD,Liverpool,0,1.1,2023-03-11,24,Bournemouth,316873,0,1,False
Roberto Firmino,FWD,Liverpool,0,0.2,2023-04-01,20,Manchester City,314334,0,1,False
Roberto Firmino,FWD,Liverpool,0,1.5,2023-04-04,64,Chelsea,314334,1,2,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-04-22,0,Nottingham Forest,309747,0,0,True
Roberto Firmino,FWD,Liverpool,0,3.9,2023-04-17,8,Leicester City,310203,0,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-04-26,0,West Ham,303244,0,0,False
Roberto Firmino,FWD,Liverpool,3,30.4,2022-08-27,68,Bournemouth,132781,0,22,True
Roberto Firmino,FWD,Liverpool,3,15.1,2022-08-31,90,Newcastle United,330936,0,9,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-05-06,0,Brentford,296974,0,0,True
Roberto Firmino,FWD,Liverpool,0,8.1,2022-09-03,45,Everton,437647,0,1,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-05-15,0,Leeds United,295309,0,0,False
Roberto Firmino,FWD,Liverpool,2,17.3,2022-10-01,74,Brighton,295837,0,12,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-05-28,56,Southampton,375461,1,5,False
Roberto Firmino,FWD,Liverpool,0,0.0,2023-04-30,0,Tottenham,299917,0,0,True
Roberto Firmino,FWD,Liverpool,0,0.0,2023-05-03,0,Fulham,299917,0,0,True
Roberto Firmino,FWD,Liverpool,2,7.1,2023-05-20,18,Aston Villa,299185,0,7,True
