name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-03-17,11,Newcastle United,82472,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.2,2022-08-14,18,West Ham,148417,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-10-18,0,Brighton,92137,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-08-20,0,Everton,144265,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,1.4,2022-08-06,62,Newcastle United,125873,0,2,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-10-15,1,Wolverhampton,93778,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,1.0,2022-10-10,19,Aston Villa,94467,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-10-30,0,Arsenal,87688,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.2,2022-11-05,1,Brentford,86833,0,1,True
Sam Surridge,FWD,Nott'm Forest,3,7.3,2023-01-21,15,Bournemouth,82783,0,8,False
Sam Surridge,FWD,Nott'm Forest,0,2.3,2022-12-27,28,Manchester United,87253,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,0.2,2023-01-01,8,Chelsea,87479,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-10-22,0,Liverpool,91477,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.8,2022-11-12,9,Crystal Palace,88348,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-03-05,0,Everton,85646,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.3,2023-01-04,19,Southampton,86214,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-02-18,0,Manchester City,86328,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-02-25,4,West Ham,87631,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,0.1,2023-02-05,17,Leicester City,87505,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-08,0,Aston Villa,80669,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-02-11,0,Fulham,87878,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,1.0,2023-01-14,35,Leeds United,84412,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-03-11,0,Tottenham,84146,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-01,0,Wolverhampton,81720,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-04,0,Leicester City,81720,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-22,3,Liverpool,79311,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,0.7,2022-09-16,20,Fulham,91707,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.2,2023-04-16,25,Manchester United,79733,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-08-31,0,Manchester City,117294,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-05-08,9,Southampton,79139,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-08-28,1,Tottenham,127412,0,1,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-26,0,Brighton,79203,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-09-03,0,Bournemouth,104481,0,0,True
Sam Surridge,FWD,Nott'm Forest,0,0.0,2022-10-03,0,Leeds United,94352,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-05-28,1,Crystal Palace,78446,0,1,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-05-13,0,Chelsea,78722,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-04-29,0,Brentford,80022,0,0,False
Sam Surridge,FWD,Nott'm Forest,0,0.0,2023-05-20,0,Arsenal,78970,0,0,True
