name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Terry Ablade,FWD,Fulham,0,0.0,2022-08-20,0,Brentford,0,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-10-20,0,Aston Villa,15868,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-10-09,0,West Ham,15193,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-10-15,0,Bournemouth,15749,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-10-23,0,Leicester City,15794,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-10-29,0,Everton,15836,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-11-05,0,Manchester City,16317,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-12-26,0,Crystal Palace,16678,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-12-31,0,Southampton,16558,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-11-13,0,Manchester United,16209,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-01-23,0,Tottenham,16288,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-02-18,0,Brighton,16324,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-04-08,0,West Ham,16571,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-02-24,0,Wolverhampton,16760,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-01-03,0,Leeds United,16587,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-01-12,0,Chelsea,16587,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-03-06,0,Brentford,16413,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-02-11,0,Nottingham Forest,16359,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-02-03,0,Chelsea,16358,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-01-15,0,Newcastle United,16416,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-03-12,0,Arsenal,16433,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-04-01,0,Bournemouth,16723,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-04-22,0,Leicester City,16607,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-09-16,0,Nottingham Forest,12290,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-04-15,0,Everton,16750,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-08-27,0,Arsenal,4772,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2022-08-30,0,Brighton,8399,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-09-03,0,Tottenham,10181,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-04-25,0,Aston Villa,16685,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-05-08,0,Leeds United,16891,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2022-10-01,0,Newcastle United,14325,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-05-13,0,Southampton,16859,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-05-28,0,Manchester United,17067,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-04-30,0,Manchester City,17483,0,0,True
Terry Ablade,FWD,Fulham,0,0.0,2023-05-03,0,Liverpool,17483,0,0,False
Terry Ablade,FWD,Fulham,0,0.0,2023-05-20,0,Crystal Palace,17489,0,0,True
