name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Ben Mee,DEF,Brentford,2,1,0.0,0,7.5,2022-08-13,90,,0,27610,0,14,True
Ben Mee,DEF,Brentford,0,1,0.0,0,3.4,2022-10-14,90,,0,336232,0,6,True
Ben Mee,DEF,Brentford,0,0,1.35,1,4.5,2023-03-18,90,,0,2248703,1,2,True
Ben Mee,DEF,Brentford,0,1,0.0,0,2.7,2022-10-19,90,,0,371047,0,6,True
Ben Mee,DEF,Brentford,0,0,0.0,3,2.2,2022-08-20,90,,0,366260,0,0,False
Ben Mee,DEF,Brentford,0,0,0.0,3,1.8,2022-10-08,70,,0,336793,0,1,False
Ben Mee,DEF,Brentford,3,0,0.0,1,8.2,2022-10-29,90,,0,445506,0,11,True
Ben Mee,DEF,Brentford,0,0,0.0,2,0.9,2022-08-07,58,,0,26294,0,0,False
Ben Mee,DEF,Brentford,0,0,0.0,2,2.0,2022-11-05,90,,0,549828,0,1,False
Ben Mee,DEF,Brentford,0,1,1.2417,0,1.8,2022-12-30,90,,0,603907,1,6,False
Ben Mee,DEF,Brentford,0,1,0.5014,0,1.6,2023-01-22,90,,0,995217,1,6,False
Ben Mee,DEF,Brentford,0,0,1.0686,2,3.4,2022-12-26,90,,0,597542,1,1,True
Ben Mee,DEF,Brentford,0,0,1.6078,1,3.2,2022-11-12,90,,0,510361,1,5,False
Ben Mee,DEF,Brentford,0,0,0.0,0,0.0,2022-10-23,0,,0,437663,0,0,False
Ben Mee,DEF,Brentford,0,0,1.42,2,2.0,2023-03-06,90,,0,1786117,1,1,True
Ben Mee,DEF,Brentford,0,0,2.0257,1,2.4,2023-01-02,90,,0,639581,1,2,True
Ben Mee,DEF,Brentford,0,0,1.11,1,2.2,2023-02-18,90,,0,1517856,1,1,True
Ben Mee,DEF,Brentford,0,0,0.8,2,1.1,2023-04-08,81,,0,2185941,1,1,True
Ben Mee,DEF,Brentford,1,1,0.63,0,7.4,2023-02-04,90,,0,1202090,1,13,True
Ben Mee,DEF,Brentford,0,0,1.68,1,3.0,2023-02-11,90,,0,1364303,1,2,False
Ben Mee,DEF,Brentford,1,1,0.4727,0,2.2,2023-01-14,90,,0,805447,1,7,True
Ben Mee,DEF,Brentford,0,0,1.03,1,1.6,2023-03-11,90,,0,2139256,1,2,False
Ben Mee,DEF,Brentford,1,1,0.51,0,2.6,2023-03-15,90,,0,2139256,1,7,False
Ben Mee,DEF,Brentford,0,0,4.45,3,3.7,2023-04-01,90,,0,2224257,1,1,False
Ben Mee,DEF,Brentford,0,0,1.1,1,1.2,2023-04-05,90,,0,2224257,1,2,False
Ben Mee,DEF,Brentford,0,0,0.73,2,1.9,2023-04-15,90,,0,2195424,1,1,False
Ben Mee,DEF,Brentford,0,0,1.91,1,2.4,2023-04-22,90,,0,2104413,1,2,True
Ben Mee,DEF,Brentford,0,0,2.08,1,2.1,2023-05-06,90,,0,1781816,1,2,False
Ben Mee,DEF,Brentford,0,1,1.24,0,2.2,2023-04-26,90,,0,2054990,1,6,False
Ben Mee,DEF,Brentford,0,0,0.0,3,2.2,2022-09-18,90,,0,296865,0,1,True
Ben Mee,DEF,Brentford,0,0,0.0,1,3.2,2022-08-27,90,,0,351329,0,2,True
Ben Mee,DEF,Brentford,0,0,0.0,1,1.8,2022-08-30,90,,0,327429,0,2,False
Ben Mee,DEF,Brentford,0,0,0.0,2,2.2,2022-09-03,90,,0,318885,0,1,True
Ben Mee,DEF,Brentford,2,1,0.22,0,9.8,2023-05-14,90,,0,1713167,1,11,True
Ben Mee,DEF,Brentford,0,0,0.75,1,5.2,2023-04-29,90,,0,1875782,1,2,True
Ben Mee,DEF,Brentford,0,1,0.64,0,0.0,2023-05-28,90,,0,1641987,1,6,True
Ben Mee,DEF,Brentford,1,1,0.0,0,5.2,2022-10-01,90,,0,309773,0,7,False
Ben Mee,DEF,Brentford,0,0,1.89,1,5.5,2023-05-20,90,,0,1655711,1,2,False
