name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,kickoff_time,minutes,opponent_team,own_goals,penalties_saved,saves,selected,starts,total_points,was_home
Gavin Bazunu,GK,Southampton,0,0,2.26,3,2023-03-18,90,Tottenham,0,0,0,80333,1,1,True
Gavin Bazunu,GK,Southampton,0,0,0.0,4,2022-08-06,90,Tottenham,0,0,5,57701,0,1,False
Gavin Bazunu,GK,Southampton,0,0,0.0,2,2022-08-13,90,Leicester City,0,0,3,63198,0,2,True
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-08-20,90,Leeds United,0,0,0,62050,0,2,False
Gavin Bazunu,GK,Southampton,0,1,0.0,0,2022-10-19,90,Bournemouth,0,0,3,77513,0,7,False
Gavin Bazunu,GK,Southampton,0,0,0.0,4,2022-10-08,90,Manchester City,0,0,4,77389,0,1,False
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-10-23,90,Arsenal,0,0,2,74885,0,2,True
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-10-29,90,Crystal Palace,0,0,2,73846,0,2,False
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-10-16,90,West Ham,0,0,3,76766,0,3,True
Gavin Bazunu,GK,Southampton,0,0,0.6408,3,2022-12-26,90,Brighton,0,0,2,71020,1,1,True
Gavin Bazunu,GK,Southampton,0,0,0.0,4,2022-11-06,90,Newcastle United,0,0,0,73036,0,0,True
Gavin Bazunu,GK,Southampton,1,0,1.5336,2,2022-12-31,90,Fulham,0,1,1,69882,1,7,False
Gavin Bazunu,GK,Southampton,0,0,1.4183,1,2023-01-21,90,Aston Villa,0,0,4,73326,1,3,True
Gavin Bazunu,GK,Southampton,0,0,1.9856,3,2022-11-12,90,Liverpool,0,0,4,72111,1,2,False
Gavin Bazunu,GK,Southampton,0,0,0.86,1,2023-02-25,90,Leicester City,0,0,3,73479,1,3,False
Gavin Bazunu,GK,Southampton,0,0,2.64,4,2023-04-08,90,Manchester City,0,0,4,75117,1,1,True
Gavin Bazunu,GK,Southampton,2,1,1.55,0,2023-02-18,90,Chelsea,0,0,4,68616,1,9,False
Gavin Bazunu,GK,Southampton,0,0,1.3669,1,2023-01-04,90,Nottingham Forest,0,0,0,70971,1,2,True
Gavin Bazunu,GK,Southampton,0,1,1.9,0,2023-03-04,90,Leeds United,0,0,0,69435,1,6,True
Gavin Bazunu,GK,Southampton,0,0,0.78,2,2023-02-11,90,Wolverhampton,0,0,0,68670,1,1,True
Gavin Bazunu,GK,Southampton,0,0,2.13,3,2023-02-04,90,Brentford,0,0,0,71966,1,1,False
Gavin Bazunu,GK,Southampton,0,0,1.4069,1,2023-01-14,90,Everton,0,0,3,71985,1,3,False
Gavin Bazunu,GK,Southampton,0,1,0.84,0,2023-03-12,90,Manchester United,0,0,4,79548,1,7,False
Gavin Bazunu,GK,Southampton,0,0,2.01,2,2023-03-15,90,Brentford,0,0,2,79548,1,1,True
Gavin Bazunu,GK,Southampton,0,0,1.36,1,2023-04-02,90,West Ham,0,0,2,76084,1,2,False
Gavin Bazunu,GK,Southampton,0,0,2.81,3,2023-04-21,90,Arsenal,0,0,2,76123,1,1,False
Gavin Bazunu,GK,Southampton,0,0,0.81,2,2023-04-15,90,Crystal Palace,0,0,0,77038,1,1,True
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-09-16,90,Aston Villa,0,0,2,83361,0,2,False
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-04-27,0,Bournemouth,0,0,0,76384,0,0,True
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-05-08,0,Nottingham Forest,0,0,0,72394,0,0,False
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-08-27,90,Manchester United,0,0,3,62897,0,3,True
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-08-30,90,Chelsea,0,0,3,64078,0,3,True
Gavin Bazunu,GK,Southampton,0,0,0.0,1,2022-09-03,90,Wolverhampton,0,0,1,69988,0,2,False
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-05-13,0,Fulham,0,0,0,71480,0,0,True
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-05-28,0,Liverpool,0,0,0,69661,0,0,True
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-04-30,0,Newcastle United,0,0,0,73368,0,0,False
Gavin Bazunu,GK,Southampton,0,0,0.0,2,2022-10-01,90,Everton,0,0,3,80552,0,2,True
Gavin Bazunu,GK,Southampton,0,0,0.0,0,2023-05-21,0,Brighton,0,0,0,70364,0,0,False
