name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Eberechi Eze,MID,Crystal Palace,0,0,0,1.9,2023-03-19,8,Arsenal,226005,0,1,False
Eberechi Eze,MID,Crystal Palace,1,0,1,8.8,2022-08-20,90,Aston Villa,155641,0,3,True
Eberechi Eze,MID,Crystal Palace,1,0,1,4.4,2022-08-15,78,Liverpool,87761,0,6,False
Eberechi Eze,MID,Crystal Palace,0,0,2,3.6,2022-08-05,85,Arsenal,74770,0,2,True
Eberechi Eze,MID,Crystal Palace,3,0,1,11.3,2022-10-18,89,Wolverhampton,344181,0,10,True
Eberechi Eze,MID,Crystal Palace,3,0,1,9.9,2022-10-09,90,Leicester City,224922,0,10,True
Eberechi Eze,MID,Crystal Palace,0,1,0,3.9,2022-10-15,90,Leeds United,280851,0,3,False
Eberechi Eze,MID,Crystal Palace,0,1,0,5.0,2022-10-29,62,Southampton,518938,0,3,True
Eberechi Eze,MID,Crystal Palace,0,0,3,8.0,2022-10-22,90,Everton,515644,0,2,False
Eberechi Eze,MID,Crystal Palace,0,0,1,1.8,2022-12-26,59,Fulham,382888,1,1,True
Eberechi Eze,MID,Crystal Palace,0,1,0,10.5,2022-12-31,73,Bournemouth,341092,1,8,False
Eberechi Eze,MID,Crystal Palace,1,0,1,8.3,2022-11-06,90,West Ham,463394,0,6,False
Eberechi Eze,MID,Crystal Palace,0,0,1,2.0,2022-11-12,77,Nottingham Forest,489372,1,2,False
Eberechi Eze,MID,Crystal Palace,0,1,0,4.2,2023-01-21,64,Newcastle United,299563,1,3,True
Eberechi Eze,MID,Crystal Palace,3,0,1,7.9,2023-02-18,27,Brentford,232073,0,9,False
Eberechi Eze,MID,Crystal Palace,0,0,0,0.7,2023-02-25,19,Liverpool,242572,0,1,True
Eberechi Eze,MID,Crystal Palace,1,0,1,11.8,2023-04-09,90,Leicester City,218045,1,8,False
Eberechi Eze,MID,Crystal Palace,0,0,1,0.0,2023-03-04,74,Aston Villa,235277,1,1,False
Eberechi Eze,MID,Crystal Palace,0,0,4,7.7,2023-01-04,73,Tottenham,323152,1,2,True
Eberechi Eze,MID,Crystal Palace,0,0,0,0.2,2023-02-11,19,Brighton,242905,0,1,True
Eberechi Eze,MID,Crystal Palace,0,0,1,2.1,2023-01-15,69,Chelsea,361428,1,1,False
Eberechi Eze,MID,Crystal Palace,0,0,0,1.8,2023-01-18,34,Manchester United,361428,0,1,True
Eberechi Eze,MID,Crystal Palace,0,0,0,1.4,2023-02-04,17,Manchester United,258131,0,1,False
Eberechi Eze,MID,Crystal Palace,0,0,0,0.5,2023-03-11,10,Manchester City,236079,0,1,True
Eberechi Eze,MID,Crystal Palace,0,0,0,5.2,2023-03-15,45,Brighton,236079,0,1,False
Eberechi Eze,MID,Crystal Palace,0,1,0,2.8,2023-04-22,90,Everton,1127464,1,3,True
Eberechi Eze,MID,Crystal Palace,0,0,1,9.6,2023-04-01,90,Leeds United,211404,1,4,True
Eberechi Eze,MID,Crystal Palace,0,0,4,5.1,2022-08-27,90,Manchester City,147681,0,5,False
Eberechi Eze,MID,Crystal Palace,0,1,0,4.4,2022-08-30,75,Brentford,244804,0,3,True
Eberechi Eze,MID,Crystal Palace,0,1,0,3.0,2022-09-03,61,Newcastle United,266606,0,3,False
Eberechi Eze,MID,Crystal Palace,3,1,0,11.5,2023-04-15,90,Southampton,289045,1,16,False
Eberechi Eze,MID,Crystal Palace,0,0,1,1.9,2022-10-01,73,Chelsea,223264,0,2,True
Eberechi Eze,MID,Crystal Palace,0,0,2,9.8,2023-04-25,90,Wolverhampton,841682,1,2,False
Eberechi Eze,MID,Crystal Palace,0,0,1,1.8,2023-05-06,90,Tottenham,704081,1,2,False
Eberechi Eze,MID,Crystal Palace,0,0,1,0.0,2023-05-28,90,Nottingham Forest,1503275,1,2,True
Eberechi Eze,MID,Crystal Palace,3,1,0,14.3,2023-05-13,90,Bournemouth,713533,1,16,True
Eberechi Eze,MID,Crystal Palace,2,0,3,13.9,2023-04-29,90,West Ham,621718,1,9,True
Eberechi Eze,MID,Crystal Palace,0,0,2,7.9,2023-05-20,90,Fulham,924839,1,5,False
