name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,selected,starts,total_points,was_home
Marc Roca Junqué,MID,Leeds,0,0,2,6.6,2023-03-18,90,Wolverhampton,7861,1,4,False
Marc Roca Junqué,MID,Leeds,0,0,2,2.8,2022-08-13,88,Southampton,7137,0,2,False
Marc Roca Junqué,MID,Leeds,0,0,2,0.4,2022-10-20,45,Leeds United,13038,0,1,False
Marc Roca Junqué,MID,Leeds,0,1,0,1.8,2022-08-21,60,Chelsea,6892,0,3,True
Marc Roca Junqué,MID,Leeds,0,0,1,4.1,2022-08-06,72,Wolverhampton,6212,0,2,True
Marc Roca Junqué,MID,Leeds,0,0,2,2.6,2022-10-09,83,Crystal Palace,15471,0,2,False
Marc Roca Junqué,MID,Leeds,0,0,3,2.6,2022-11-05,53,Bournemouth,10757,0,1,True
Marc Roca Junqué,MID,Leeds,0,0,1,4.2,2022-10-16,83,Arsenal,14017,0,2,True
Marc Roca Junqué,MID,Leeds,0,0,1,4.2,2022-10-29,90,Liverpool,11424,0,2,False
Marc Roca Junqué,MID,Leeds,0,0,3,0.8,2022-12-28,90,Manchester City,9332,1,2,True
Marc Roca Junqué,MID,Leeds,0,0,0,1.0,2022-12-31,45,Newcastle United,9230,0,0,False
Marc Roca Junqué,MID,Leeds,0,0,3,6.1,2022-10-23,90,Fulham,12584,0,2,True
Marc Roca Junqué,MID,Leeds,0,0,2,4.9,2022-11-12,78,Tottenham,10052,1,4,False
Marc Roca Junqué,MID,Leeds,0,1,0,4.9,2023-01-22,87,Brentford,8659,1,3,True
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-02-18,0,Everton,8263,0,0,False
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-03-04,0,Chelsea,7894,0,0,False
Marc Roca Junqué,MID,Leeds,0,0,2,3.8,2023-01-04,77,West Ham,9007,1,2,True
Marc Roca Junqué,MID,Leeds,0,0,5,4.1,2023-04-09,90,Crystal Palace,8011,1,2,True
Marc Roca Junqué,MID,Leeds,0,0,0,0.2,2023-02-25,4,Southampton,7922,0,1,True
Marc Roca Junqué,MID,Leeds,0,0,1,2.7,2023-02-05,56,Nottingham Forest,9409,1,1,False
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-02-08,0,Manchester United,9409,0,0,False
Marc Roca Junqué,MID,Leeds,0,0,2,2.3,2023-01-13,76,Aston Villa,8878,1,2,False
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-02-12,0,Manchester United,8695,0,0,True
Marc Roca Junqué,MID,Leeds,0,0,2,1.6,2023-03-11,65,Brighton,7863,1,2,True
Marc Roca Junqué,MID,Leeds,0,0,4,2.8,2023-04-01,90,Arsenal,7860,1,2,False
Marc Roca Junqué,MID,Leeds,2,0,1,9.5,2023-04-04,90,Nottingham Forest,7860,1,7,True
Marc Roca Junqué,MID,Leeds,0,0,2,5.4,2023-04-22,90,Fulham,8176,1,1,False
Marc Roca Junqué,MID,Leeds,0,0,1,5.1,2022-08-30,90,Everton,6691,0,2,True
Marc Roca Junqué,MID,Leeds,0,0,6,4.6,2023-04-17,90,Liverpool,8032,1,2,True
Marc Roca Junqué,MID,Leeds,0,0,0,2.1,2022-08-27,58,Brighton,7053,0,0,False
Marc Roca Junqué,MID,Leeds,1,0,4,13.6,2022-09-03,85,Brentford,6942,0,8,False
Marc Roca Junqué,MID,Leeds,0,0,0,2.3,2022-10-02,57,Aston Villa,18180,0,0,True
Marc Roca Junqué,MID,Leeds,0,0,2,2.0,2023-05-06,58,Manchester City,8224,1,1,False
Marc Roca Junqué,MID,Leeds,0,0,1,8.1,2023-04-25,90,Leeds United,8383,1,1,True
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-05-28,0,Tottenham,7993,0,0,True
Marc Roca Junqué,MID,Leeds,0,0,0,0.0,2023-05-13,0,Newcastle United,8179,0,0,True
Marc Roca Junqué,MID,Leeds,0,0,4,4.3,2023-04-30,90,Bournemouth,8271,1,2,False
Marc Roca Junqué,MID,Leeds,0,0,1,1.6,2023-05-21,6,West Ham,7986,0,1,False
