name,position,team,bonus,clean_sheets,expected_goals_conceded,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,own_goals,selected,starts,total_points,was_home
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-15,0,Crystal Palace,0,36929,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-08-13,0,Arsenal,0,28371,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-03-18,0,Brentford,0,35521,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-08,0,Bournemouth,0,35975,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-20,0,Leicester City,0,37111,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-11-12,0,West Ham,0,36869,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-08-07,0,Brentford,0,23323,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-01-21,0,Brighton,0,35960,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-12-26,0,Newcastle United,0,36145,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-11-05,0,Everton,0,36830,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-29,0,Manchester City,0,37428,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-03-04,0,Southampton,0,35658,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-08-20,0,Southampton,0,29552,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-12-30,0,Liverpool,0,36208,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-02-25,0,Arsenal,0,36063,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-02-04,0,Aston Villa,0,36027,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-01-03,0,Fulham,0,35973,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-02-19,0,Manchester United,0,35899,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-02-11,0,Tottenham,0,35956,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-08,0,Bournemouth,0,35254,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-23,0,Wolverhampton,0,36968,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-03-11,0,Chelsea,0,35662,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.7822,1,0.3,2023-01-14,22,Nottingham Forest,0,35842,0,1,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-01,0,Crystal Palace,0,35304,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-04,0,Aston Villa,0,35304,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-15,0,Manchester City,0,35269,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-22,0,Wolverhampton,0,35376,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-04-25,0,Leicester City,0,35307,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-05-08,0,Fulham,0,35404,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-05-01,0,Everton,0,35469,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-08-27,0,Chelsea,0,29576,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-09-17,0,Tottenham,0,30104,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-05-15,0,Liverpool,0,35417,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-09-01,0,Manchester United,0,29478,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-05-28,0,West Ham,0,35437,0,0,True
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-09-04,0,Brighton,0,29819,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2023-05-22,0,Newcastle United,0,35494,0,0,False
Lewis Brunt,DEF,Leicester,0,0,0.0,0,0.0,2022-10-03,0,Nottingham Forest,0,33167,0,0,True
