Opponent,Home Difficulty,Away Difficulty
Aston Villa,-2.6351561023101384,
Bournemouth,,-4.238219399261368
Brentford,,-0.37630897020150744
Brighton,,-3.2959785949617055
Burnley,,-2.0142518600243506
Chelsea,2.0718154563143574,-3.5261183763709414
Crystal Palace,-0.1415436030045456,-3.3892156361517056
Everton,,1.4216870147454002
Fulham,-1.3289524437335754,
Ipswich Town,,
Leeds United,-3.9892338807520464,-2.605487045004293
Leicester City,,-2.5954909777691344
Liverpool,-3.6125889671180813,4.269255452672071
Luton,,
Manchester City,,4.526315789473684
Manchester United,-2.6084645544718263,2.3263486162421247
Newcastle United,-1.3711250324011754,
Norwich,-2.1033862992093018,-6.493486881810343
Nottingham Forest,-5.570009694304361,
Sheffield,,
Southampton,-3.7826653046521352,-0.2963679757214492
Tottenham,-2.2660170174642316,-3.1465126559803847
Watford,-1.7722467709850902,
West Ham,-1.8121063416967178,
Wolverhampton,,-4.09967728421997
