Opponent,Home Difficulty,Away Difficulty
Arsenal,3.0326099690557355,-2.3082154994150432
Aston Villa,-2.2727303085678154,4.458135793270388
Brentford,0.991119861825509,3.5383437112474385
Brighton,3.519899321058263,0.9160893047276685
Burnley,,
Chelsea,1.5688776314590556,3.3164187288553286
Crystal Palace,3.7553232050453307,3.8257762839924756
Everton,-4.544543197669498,3.2788536262411965
Fulham,-2.8781380074150906,-1.429495976136865
Ipswich Town,,
Leeds United,-1.6720859007392868,-0.13751642263039798
Leicester City,-4.415217381047963,-0.8851125263707174
Liverpool,-1.8202624043746756,7.82931876157008
Luton,,
Manchester City,1.5222658695772762,2.114442737920453
Manchester United,2.868430107140968,3.1766970909453063
Newcastle United,-0.58897386746531,-0.9512323995168226
Norwich,,
Nottingham Forest,0.5110889522008213,-0.09861627443188659
Sheffield,,
Southampton,3.4065560617467723,-0.35698970420076126
Tottenham,1.5702249121441292,-0.915396649472765
Watford,,
West Ham,5.803941800917958,3.1739234287386067
Wolverhampton,1.514591575368087,-1.52923696198798
