name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
John Ruddy,Wolves,Norwich,2022-05-15,True,90,1,1,0,2,0,False,0,0.0,0.0
John Ruddy,Wolves,Liverpool,2022-05-22,False,45,2,3,0,1,0,False,0,2.0,0.0
