name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Robert Sánchez,Brighton,Burnley,2021-08-14,False,90,1,2,0,2,0,False,0.29,0.0,0.0,2.0
Robert Sánchez,Brighton,Liverpool,2021-10-30,False,90,2,1,0,1,0,False,0.0,2.0,0.0,1.5
Robert Sánchez,Brighton,Newcastle United,2021-11-06,True,90,1,1,0,-1,0,False,0.05,1.5,0.0,1.33
Robert Sánchez,Brighton,Aston Villa,,False,0,0,0,0,0,0,False,,0.67,0.0,1.0
Robert Sánchez,Brighton,Leicester City,2021-11-27,True,90,0,4,0,8,1,True,0.0,0.5,0.25,1.6
Robert Sánchez,Brighton,West Ham,2021-12-01,False,90,1,4,0,4,1,False,0.0,2.0,0.2,2.0
Robert Sánchez,Brighton,Southampton,2021-12-04,False,90,1,3,0,3,0,False,0.0,2.4,0.17,2.14
Robert Sánchez,Brighton,Wolverhampton,2021-12-15,True,90,1,4,0,3,0,False,0.0,2.8,0.14,2.38
Robert Sánchez,Brighton,Brentford,2021-12-26,True,90,0,5,0,9,2,True,0.0,3.6,0.25,2.67
Robert Sánchez,Brighton,Watford,2021-08-21,True,90,0,1,0,6,0,True,0.0,5.4,0.33,2.5
Robert Sánchez,Brighton,Chelsea,2021-12-29,False,90,1,4,0,3,0,False,0.0,5.0,0.3,2.64
Robert Sánchez,Brighton,Everton,2022-01-02,False,90,2,4,0,2,0,False,0.0,4.8,0.27,2.75
Robert Sánchez,Brighton,Crystal Palace,2022-01-14,True,90,1,1,0,2,0,False,0.0,4.6,0.25,2.62
Robert Sánchez,Brighton,Chelsea,2022-01-18,True,90,1,2,0,2,0,False,0.0,4.4,0.23,2.57
Robert Sánchez,Brighton,Leeds United,2022-01-23,False,90,1,4,0,4,1,False,0.0,3.0,0.21,2.67
Robert Sánchez,Brighton,Watford,2022-02-12,False,90,0,1,0,6,0,True,0.0,2.6,0.27,2.56
Robert Sánchez,Brighton,Manchester United,2022-02-15,False,90,2,5,0,2,0,False,0.0,3.2,0.25,2.71
Robert Sánchez,Brighton,Burnley,2022-02-19,True,90,3,1,0,1,0,False,0.0,3.2,0.24,2.61
Robert Sánchez,Brighton,Aston Villa,2022-02-26,True,90,2,2,0,1,0,False,0.0,3.0,0.22,2.58
Robert Sánchez,Brighton,Newcastle United,2022-03-05,False,90,2,2,0,1,0,False,0.0,2.8,0.21,2.55
Robert Sánchez,Brighton,Liverpool,2022-03-12,True,90,2,7,0,3,0,False,0.0,2.2,0.2,2.76
Robert Sánchez,Brighton,Tottenham,2022-03-16,True,90,2,5,0,2,0,False,0.0,1.6,0.19,2.86
Robert Sánchez,Brighton,Everton,2021-08-28,True,90,2,3,0,2,0,False,0.0,1.6,0.18,2.87
Robert Sánchez,Brighton,Norwich,2022-04-02,True,90,0,0,0,6,0,True,0.0,1.8,0.22,2.75
Robert Sánchez,Brighton,Arsenal,2022-04-09,False,90,1,3,0,2,0,False,0.0,2.8,0.21,2.76
Robert Sánchez,Brighton,Tottenham,2022-04-16,False,90,0,0,0,6,0,True,0.0,3.0,0.24,2.65
Robert Sánchez,Brighton,Manchester City,2022-04-20,False,90,3,2,0,1,0,False,0.0,3.6,0.23,2.63
Robert Sánchez,Brighton,Southampton,2022-04-24,True,90,2,3,0,2,0,False,0.0,3.4,0.22,2.64
Robert Sánchez,Brighton,Wolverhampton,2022-04-30,False,90,0,1,0,6,0,True,0.0,3.4,0.25,2.59
Robert Sánchez,Brighton,Manchester United,2022-05-07,True,90,0,5,0,7,0,True,0.0,3.4,0.28,2.67
Robert Sánchez,Brighton,Leicester City,2022-05-15,False,90,1,3,0,3,0,False,0.0,4.4,0.27,2.68
Robert Sánchez,Brighton,West Ham,2022-05-22,True,90,1,1,0,2,0,False,0.0,3.8,0.26,2.62
Robert Sánchez,Brighton,Brentford,2021-09-11,False,90,0,1,0,6,0,True,0.0,4.0,0.28,2.58
Robert Sánchez,Brighton,Leeds United,2021-09-19,True,90,1,2,0,1,0,False,0.0,4.8,0.27,2.56
Robert Sánchez,Brighton,Crystal Palace,2021-09-27,False,90,1,2,0,2,1,False,0.3,3.8,0.26,2.54
Robert Sánchez,Brighton,Arsenal,2021-10-02,True,90,0,2,0,6,0,True,0.0,2.8,0.29,2.53
Robert Sánchez,Brighton,Norwich,2021-10-16,False,90,0,2,0,6,0,True,0.0,3.4,0.31,2.51
Robert Sánchez,Brighton,Manchester City,2021-10-23,True,90,4,8,0,4,2,False,0.0,4.2,0.3,2.66
