name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
Lukasz Fabianski,West Ham,Newcastle United,2021-08-15,False,90,2,1,0,1,0,False,0.0,0.0,0.0
Lukasz Fabianski,West Ham,Aston Villa,2021-10-31,False,90,1,2,0,2,0,False,0.0,1.0,0.0
Lukasz Fabianski,West Ham,Liverpool,2021-11-07,True,90,2,3,0,2,0,False,0.0,1.5,0.0
Lukasz Fabianski,West Ham,Wolverhampton,2021-11-20,False,90,1,4,0,3,0,False,0.0,1.67,0.0
Lukasz Fabianski,West Ham,Manchester City,2021-11-28,False,90,2,6,0,3,0,False,0.0,2.0,0.0
Lukasz Fabianski,West Ham,Brighton,2021-12-01,True,90,1,2,0,2,0,False,0.0,2.2,0.0
Lukasz Fabianski,West Ham,Chelsea,2021-12-04,True,90,2,5,0,2,0,False,0.0,2.4,0.0
Lukasz Fabianski,West Ham,Burnley,2021-12-12,False,90,0,1,0,6,0,True,0.0,2.4,0.12
Lukasz Fabianski,West Ham,Arsenal,2021-12-15,False,90,2,6,1,11,3,False,0.0,3.2,0.11
Lukasz Fabianski,West Ham,Southampton,2021-12-26,True,90,3,3,0,2,0,False,0.0,4.8,0.1
Lukasz Fabianski,West Ham,Leeds United,2021-08-23,True,90,1,0,0,2,0,False,0.0,4.6,0.09
Lukasz Fabianski,West Ham,Watford,2021-12-28,False,90,1,4,0,3,0,False,0.0,4.6,0.08
Lukasz Fabianski,West Ham,Crystal Palace,2022-01-01,False,90,2,4,0,2,0,False,0.0,4.8,0.08
Lukasz Fabianski,West Ham,Norwich,2022-01-12,True,90,0,3,0,7,0,True,0.0,4.0,0.14
Lukasz Fabianski,West Ham,Leicester City,2022-01-16,True,90,3,2,0,1,0,False,0.0,3.2,0.13
Lukasz Fabianski,West Ham,Watford,2022-02-08,True,90,0,1,0,6,0,True,0.0,3.0,0.19
Lukasz Fabianski,West Ham,Leeds United,2022-02-13,False,90,2,0,0,1,0,False,0.0,3.8,0.18
Lukasz Fabianski,West Ham,Newcastle United,2022-02-19,True,90,1,2,0,2,0,False,0.0,3.4,0.17
Lukasz Fabianski,West Ham,Wolverhampton,2022-02-27,True,90,0,1,0,6,0,True,0.0,3.4,0.21
Lukasz Fabianski,West Ham,Liverpool,2022-03-05,False,90,1,4,0,3,0,False,0.0,3.2,0.2
Lukasz Fabianski,West Ham,Aston Villa,2022-03-13,True,90,1,6,0,4,0,False,0.0,3.6,0.19
Lukasz Fabianski,West Ham,Crystal Palace,2021-08-28,True,90,2,0,0,1,0,False,0.0,3.2,0.18
Lukasz Fabianski,West Ham,Tottenham,2022-03-20,False,90,3,2,0,1,0,False,0.0,3.2,0.17
Lukasz Fabianski,West Ham,Everton,2022-04-03,True,90,1,1,0,2,0,False,0.0,3.0,0.17
Lukasz Fabianski,West Ham,Brentford,2022-04-10,False,90,2,5,0,2,0,False,0.0,2.2,0.16
Lukasz Fabianski,West Ham,Burnley,2022-04-17,True,90,1,0,0,1,0,False,0.0,2.0,0.15
Lukasz Fabianski,West Ham,Chelsea,2022-04-24,False,90,1,4,1,11,3,False,0.0,1.4,0.15
Lukasz Fabianski,West Ham,Arsenal,2022-05-01,True,90,2,5,0,2,0,False,0.0,3.4,0.14
Lukasz Fabianski,West Ham,Norwich,2022-05-08,False,90,0,2,0,6,0,True,0.0,3.6,0.17
Lukasz Fabianski,West Ham,Manchester City,2022-05-15,True,90,2,7,1,8,1,False,0.0,4.4,0.17
Lukasz Fabianski,West Ham,Brighton,2022-05-22,False,90,3,4,0,2,0,False,0.0,5.6,0.16
Lukasz Fabianski,West Ham,Southampton,2021-09-11,False,90,0,2,0,6,0,True,0.0,5.8,0.19
Lukasz Fabianski,West Ham,Manchester United,2021-09-19,True,90,2,8,0,3,0,False,0.0,4.8,0.18
Lukasz Fabianski,West Ham,Leicester City,2021-09-25,False,90,1,4,0,3,0,False,0.0,5.0,0.18
Lukasz Fabianski,West Ham,Brentford,2021-10-03,True,90,2,4,0,2,0,False,0.0,4.4,0.17
Lukasz Fabianski,West Ham,Everton,2021-10-17,False,90,0,2,0,6,0,True,0.0,3.2,0.19
Lukasz Fabianski,West Ham,Tottenham,2021-10-24,True,90,0,4,0,9,2,True,0.0,4.0,0.22
