name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
Harry Lewis,Southampton,Tottenham,2021-12-28,True,0,0,0,0,0,0,False,0.63,0.0,0.0
Harry Lewis,Southampton,Tottenham,2022-02-09,False,0,0,0,0,0,0,False,0.05,0.0,0.0
Harry Lewis,Southampton,Arsenal,2022-04-16,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Lewis,Southampton,Brentford,2022-05-07,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Lewis,Southampton,Leeds United,2022-05-22,False,0,0,0,0,0,0,False,0.0,0.0,0.0
