name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Kepa Arrizabalaga,Chelsea,Crystal Palace,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Newcastle United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Burnley,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Manchester United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Watford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Leicester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Everton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Aston Villa,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Arsenal,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Brighton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Liverpool,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Kepa Arrizabalaga,Chelsea,Manchester City,False,90,1,5,0,3,0,False,0.0,0.0,0.33
Kepa Arrizabalaga,Chelsea,Brighton,False,90,1,1,0,2,0,False,0.6,0.0,0.38
Kepa Arrizabalaga,Chelsea,Tottenham,True,90,0,3,0,8,1,True,1.0,0.33,0.53
Kepa Arrizabalaga,Chelsea,Crystal Palace,False,0,0,0,0,0,0,False,2.6,0.33,0.5
Kepa Arrizabalaga,Chelsea,Burnley,False,0,0,0,0,0,0,False,2.6,0.33,0.47
Kepa Arrizabalaga,Chelsea,Norwich,False,0,0,0,0,0,0,False,2.6,0.33,0.45
Kepa Arrizabalaga,Chelsea,Newcastle United,True,0,0,0,0,0,0,False,2.0,0.33,0.43
Kepa Arrizabalaga,Chelsea,Liverpool,False,0,0,0,0,0,0,False,1.6,0.33,0.41
Kepa Arrizabalaga,Chelsea,Brentford,True,0,0,0,0,0,0,False,0.0,0.33,0.39
Kepa Arrizabalaga,Chelsea,Southampton,False,0,0,0,0,0,0,False,0.0,0.33,0.38
Kepa Arrizabalaga,Chelsea,Arsenal,True,0,0,0,0,0,0,False,0.0,0.33,0.36
Kepa Arrizabalaga,Chelsea,West Ham,True,0,0,0,0,0,0,False,0.0,0.33,0.35
Kepa Arrizabalaga,Chelsea,Manchester United,False,0,0,0,0,0,0,False,0.0,0.33,0.33
Kepa Arrizabalaga,Chelsea,Everton,False,0,0,0,0,0,0,False,0.0,0.33,0.32
Kepa Arrizabalaga,Chelsea,Wolverhampton,True,0,0,0,0,0,0,False,0.0,0.33,0.31
Kepa Arrizabalaga,Chelsea,Leicester City,False,0,0,0,0,0,0,False,0.0,0.33,0.3
Kepa Arrizabalaga,Chelsea,Leeds United,True,0,0,0,0,0,0,False,0.0,0.33,0.29
Kepa Arrizabalaga,Chelsea,Watford,True,0,0,0,0,0,0,False,0.0,0.33,0.28
Kepa Arrizabalaga,Chelsea,Aston Villa,True,0,0,0,0,0,0,False,0.0,0.33,0.27
Kepa Arrizabalaga,Chelsea,Tottenham,False,90,0,2,0,6,0,True,0.0,0.5,0.32
Kepa Arrizabalaga,Chelsea,Manchester City,True,0,0,0,0,0,0,False,1.2,0.5,0.31
Kepa Arrizabalaga,Chelsea,Southampton,True,0,0,0,0,0,0,False,1.2,0.5,0.31
Kepa Arrizabalaga,Chelsea,Brentford,False,0,0,0,0,0,0,False,1.2,0.5,0.3
Kepa Arrizabalaga,Chelsea,Norwich,True,0,0,0,0,0,0,False,1.2,0.5,0.29
