name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Alphonse Areola,West Ham,Newcastle United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Aston Villa,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Liverpool,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Wolverhampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Manchester City,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Brighton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Chelsea,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Burnley,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Arsenal,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Southampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Leeds United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Watford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Crystal Palace,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Norwich,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Leicester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Alphonse Areola,West Ham,Manchester United,2022-01-22,False,90,1,2,0,2,0,False,0.0,0.0,0.0,0.12
Alphonse Areola,West Ham,Watford,,True,0,0,0,0,0,0,False,,0.4,0.0,0.12
Alphonse Areola,West Ham,Leeds United,,False,0,0,0,0,0,0,False,,0.4,0.0,0.11
Alphonse Areola,West Ham,Newcastle United,,True,0,0,0,0,0,0,False,,0.4,0.0,0.11
Alphonse Areola,West Ham,Wolverhampton,,True,0,0,0,0,0,0,False,,0.4,0.0,0.1
Alphonse Areola,West Ham,Liverpool,,False,0,0,0,0,0,0,False,,0.4,0.0,0.1
Alphonse Areola,West Ham,Aston Villa,,True,0,0,0,0,0,0,False,,0.0,0.0,0.09
Alphonse Areola,West Ham,Crystal Palace,,True,0,0,0,0,0,0,False,,0.0,0.0,0.09
Alphonse Areola,West Ham,Tottenham,,False,0,0,0,0,0,0,False,,0.0,0.0,0.08
Alphonse Areola,West Ham,Everton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.08
Alphonse Areola,West Ham,Brentford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.08
Alphonse Areola,West Ham,Burnley,,True,0,0,0,0,0,0,False,,0.0,0.0,0.07
Alphonse Areola,West Ham,Chelsea,,False,0,0,0,0,0,0,False,,0.0,0.0,0.07
Alphonse Areola,West Ham,Arsenal,,True,0,0,0,0,0,0,False,,0.0,0.0,0.07
Alphonse Areola,West Ham,Norwich,,False,0,0,0,0,0,0,False,,0.0,0.0,0.07
Alphonse Areola,West Ham,Manchester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Brighton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Southampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Manchester United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Leicester City,,False,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Brentford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.06
Alphonse Areola,West Ham,Everton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.05
Alphonse Areola,West Ham,Tottenham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.05
