name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA
Tim Krul,Norwich,Liverpool,2021-08-14,True,90,3,3,0,2,0,False,0.0
Tim Krul,Norwich,Leicester City,2021-10-31,True,90,2,3,0,2,0,False,0.0
Tim Krul,Norwich,Brentford,2021-11-06,False,90,1,6,0,4,0,False,0.0
Tim Krul,Norwich,Southampton,2021-11-20,True,90,1,4,0,2,0,False,0.0
Tim Krul,Norwich,Wolverhampton,2021-11-27,True,90,0,2,0,6,0,True,0.0
Tim Krul,Norwich,Newcastle United,2021-11-30,False,90,1,0,0,2,0,False,0.0
Tim Krul,Norwich,Tottenham,2021-12-05,False,90,3,4,0,2,0,False,0.0
Tim Krul,Norwich,Manchester United,2021-12-11,True,90,1,4,0,3,0,False,0.0
Tim Krul,Norwich,Aston Villa,2021-12-14,True,90,2,4,0,2,0,False,0.0
Tim Krul,Norwich,Manchester City,2021-08-21,False,90,5,0,0,-2,0,False,0.0
Tim Krul,Norwich,West Ham,2022-01-12,False,90,2,3,0,2,0,False,0.0
Tim Krul,Norwich,Everton,2022-01-15,True,90,1,4,0,3,0,False,0.0
Tim Krul,Norwich,Brentford,2022-03-05,True,90,3,3,0,2,0,False,0.0
Tim Krul,Norwich,Chelsea,2022-03-10,True,90,3,4,0,2,0,False,0.0
Tim Krul,Norwich,Leicester City,2022-03-13,False,90,2,5,0,4,2,False,0.4792071878910064
Tim Krul,Norwich,Leeds United,2021-08-28,True,90,2,1,0,1,0,False,0.0
Tim Krul,Norwich,Brighton,2022-04-02,False,90,0,4,0,10,3,True,0.0
Tim Krul,Norwich,Burnley,2022-04-10,True,90,0,3,0,9,2,True,0.0
Tim Krul,Norwich,Manchester United,2022-04-16,False,90,3,6,0,3,0,False,0.0
Tim Krul,Norwich,Newcastle United,2022-04-23,True,90,3,4,0,2,0,False,0.0
Tim Krul,Norwich,Aston Villa,2022-04-30,False,90,2,4,0,2,0,False,0.0
Tim Krul,Norwich,West Ham,2022-05-08,True,90,4,1,0,0,0,False,0.0
Tim Krul,Norwich,Tottenham,2022-05-22,True,90,5,7,0,2,0,False,0.0
Tim Krul,Norwich,Arsenal,2021-09-11,False,90,1,5,0,3,0,False,0.0
Tim Krul,Norwich,Watford,2021-09-18,True,90,3,5,0,2,0,False,0.0
Tim Krul,Norwich,Everton,2021-09-25,False,90,2,2,0,1,0,False,0.0
Tim Krul,Norwich,Burnley,2021-10-02,False,90,0,5,0,9,2,True,0.0
Tim Krul,Norwich,Brighton,2021-10-16,True,90,0,3,0,9,2,True,0.0
Tim Krul,Norwich,Chelsea,2021-10-23,False,90,7,7,0,1,0,False,0.0
