name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Jon McCracken,Norwich,Crystal Palace,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Everton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Watford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Crystal Palace,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Manchester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Liverpool,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Southampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Brentford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Chelsea,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Leicester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Brighton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Burnley,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Manchester United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Newcastle United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Aston Villa,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,West Ham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Jon McCracken,Norwich,Tottenham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
