name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Zack Steffen,Man City,Tottenham,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Crystal Palace,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Manchester United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Everton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,West Ham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Aston Villa,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Watford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Wolverhampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Leicester City,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Newcastle United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Leeds United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Norwich,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Brentford,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Arsenal,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Chelsea,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Southampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Brentford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Norwich,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Tottenham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Everton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Manchester United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Crystal Palace,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Arsenal,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Burnley,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Liverpool,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Brighton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Watford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Leicester City,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Newcastle United,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Wolverhampton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,West Ham,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Aston Villa,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Leeds United,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Southampton,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Chelsea,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Liverpool,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Zack Steffen,Man City,Burnley,2021-10-16,True,90,0,2,0,7,1,True,0.0,0.0,1.0,0.05
Zack Steffen,Man City,Brighton,,False,0,0,0,0,0,0,False,,1.4,1.0,0.05
