name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Viljami Sinisalo,Aston Villa,West Ham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Southampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Brighton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Crystal Palace,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Manchester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Leeds United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Liverpool,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Norwich,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Chelsea,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Brentford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Manchester United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Everton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Leicester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Newcastle United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Watford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Brighton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Southampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Leicester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Arsenal,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Tottenham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Norwich,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Burnley,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Liverpool,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Crystal Palace,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Burnley,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Manchester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Chelsea,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Everton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Manchester United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Tottenham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Wolverhampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Viljami Sinisalo,Aston Villa,Arsenal,False,0,0,0,0,0,0,False,0.0,0.0,0.0
