name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Alisson Ramses Becker,Liverpool,Norwich,False,90,0,3,0,7,0,True,0.0,1.0,3.0
Alisson Ramses Becker,Liverpool,Brighton,True,90,2,4,0,2,0,False,7.0,0.5,3.5
Alisson Ramses Becker,Liverpool,West Ham,False,90,3,1,0,-1,0,False,4.5,0.33,2.67
Alisson Ramses Becker,Liverpool,Arsenal,True,90,0,3,0,8,1,True,2.67,0.5,2.75
Alisson Ramses Becker,Liverpool,Southampton,True,90,0,3,0,7,0,True,4.0,0.6,2.8
Alisson Ramses Becker,Liverpool,Everton,False,90,1,1,0,2,0,False,4.6,0.5,2.5
Alisson Ramses Becker,Liverpool,Wolverhampton,False,90,0,1,0,6,0,True,3.6,0.57,2.29
Alisson Ramses Becker,Liverpool,Aston Villa,True,90,0,0,0,6,0,True,4.4,0.62,2.0
Alisson Ramses Becker,Liverpool,Newcastle United,True,90,1,1,0,2,0,False,5.8,0.56,1.89
Alisson Ramses Becker,Liverpool,Tottenham,False,90,2,3,0,2,0,False,4.6,0.5,2.0
Alisson Ramses Becker,Liverpool,Burnley,True,90,0,3,0,8,1,True,3.6,0.55,2.09
Alisson Ramses Becker,Liverpool,Leeds United,False,90,1,0,0,2,0,False,4.8,0.5,1.92
Alisson Ramses Becker,Liverpool,Chelsea,False,0,0,0,0,0,0,False,4.0,0.5,1.77
Alisson Ramses Becker,Liverpool,Brentford,True,90,0,1,0,6,0,True,2.8,0.54,1.71
Alisson Ramses Becker,Liverpool,Crystal Palace,False,90,1,4,0,3,0,False,3.6,0.5,1.87
Alisson Ramses Becker,Liverpool,Leeds United,True,90,0,1,0,6,0,True,3.8,0.53,1.81
Alisson Ramses Becker,Liverpool,Burnley,False,90,0,5,0,10,3,True,3.4,0.56,2.0
Alisson Ramses Becker,Liverpool,Norwich,True,90,1,0,0,5,0,False,5.0,0.53,1.89
Alisson Ramses Becker,Liverpool,Leicester City,True,90,0,2,0,6,0,True,6.0,0.56,1.89
Alisson Ramses Becker,Liverpool,West Ham,True,90,0,4,0,9,2,True,6.0,0.58,2.0
Alisson Ramses Becker,Liverpool,Brighton,False,90,0,3,0,9,2,True,7.2,0.6,2.05
Alisson Ramses Becker,Liverpool,Arsenal,False,90,0,2,0,6,0,True,7.8,0.62,2.05
Alisson Ramses Becker,Liverpool,Chelsea,True,90,1,2,0,2,0,False,7.0,0.59,2.04
Alisson Ramses Becker,Liverpool,Watford,True,90,0,2,0,6,0,True,6.4,0.61,2.04
Alisson Ramses Becker,Liverpool,Manchester City,False,90,2,2,0,1,0,False,6.4,0.58,2.04
Alisson Ramses Becker,Liverpool,Manchester United,True,90,0,1,0,6,0,True,4.8,0.6,2.0
Alisson Ramses Becker,Liverpool,Everton,True,90,0,1,0,6,0,True,4.2,0.62,1.96
Alisson Ramses Becker,Liverpool,Newcastle United,False,90,0,2,0,9,3,True,4.2,0.63,1.96
Alisson Ramses Becker,Liverpool,Tottenham,True,90,1,2,0,2,0,False,5.6,0.61,1.97
Alisson Ramses Becker,Liverpool,Aston Villa,False,90,1,3,0,3,0,False,4.8,0.59,2.0
Alisson Ramses Becker,Liverpool,Southampton,False,90,1,1,0,2,0,False,5.2,0.57,1.97
Alisson Ramses Becker,Liverpool,Wolverhampton,True,90,1,4,0,3,0,False,4.4,0.55,2.03
Alisson Ramses Becker,Liverpool,Leicester City,False,90,0,4,0,9,2,True,3.8,0.56,2.09
Alisson Ramses Becker,Liverpool,Crystal Palace,True,90,0,2,0,7,1,True,3.8,0.58,2.09
Alisson Ramses Becker,Liverpool,Brentford,False,90,3,0,0,1,0,False,4.8,0.56,2.03
Alisson Ramses Becker,Liverpool,Manchester City,True,90,2,1,0,1,0,False,4.4,0.54,2.0
Alisson Ramses Becker,Liverpool,Watford,False,0,0,0,0,0,0,False,4.2,0.54,1.95
Alisson Ramses Becker,Liverpool,Manchester United,False,90,0,3,0,7,0,True,3.6,0.56,1.97
