name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Vicente Guaita,Crystal Palace,Chelsea,2021-08-14,False,90,3,3,0,2,0,False,0.0,0.0,0.0,3.0
Vicente Guaita,Crystal Palace,Manchester City,2021-10-30,False,90,0,3,0,7,1,True,0.0,2.0,0.5,3.0
Vicente Guaita,Crystal Palace,Wolverhampton,2021-11-06,True,90,0,2,0,6,0,True,0.0,4.5,0.67,2.67
Vicente Guaita,Crystal Palace,Burnley,2021-11-20,False,90,3,6,0,3,0,False,0.0,5.0,0.5,3.5
Vicente Guaita,Crystal Palace,Aston Villa,2021-11-27,True,90,2,1,0,1,0,False,0.0,4.5,0.4,3.0
Vicente Guaita,Crystal Palace,Leicester City,2021-11-30,False,90,1,2,0,2,0,False,0.0,3.8,0.33,2.83
Vicente Guaita,Crystal Palace,Manchester United,2021-12-05,False,90,1,2,0,2,0,False,0.0,3.8,0.29,2.71
Vicente Guaita,Crystal Palace,Everton,2021-12-12,True,90,1,5,0,3,0,False,0.0,2.8,0.25,3.0
Vicente Guaita,Crystal Palace,Southampton,,True,0,0,0,0,0,0,False,,2.2,0.25,2.67
Vicente Guaita,Crystal Palace,Tottenham,,False,0,0,0,0,0,0,False,,1.6,0.25,2.4
Vicente Guaita,Crystal Palace,Brentford,2021-08-21,True,90,0,3,0,9,2,True,0.0,1.4,0.33,2.45
Vicente Guaita,Crystal Palace,Norwich,2021-12-28,True,90,0,2,0,6,0,True,0.0,2.8,0.4,2.42
Vicente Guaita,Crystal Palace,West Ham,2022-01-01,True,90,3,2,0,1,0,False,0.0,3.6,0.36,2.38
Vicente Guaita,Crystal Palace,Brighton,,False,0,0,0,0,0,0,False,,3.2,0.36,2.21
Vicente Guaita,Crystal Palace,Liverpool,2022-01-23,True,90,3,4,0,2,0,False,0.0,3.2,0.33,2.33
Vicente Guaita,Crystal Palace,Norwich,2022-02-09,False,90,1,0,0,2,0,False,0.0,3.6,0.31,2.19
Vicente Guaita,Crystal Palace,Brentford,2022-02-12,False,90,0,2,0,6,0,True,0.0,2.2,0.36,2.18
Vicente Guaita,Crystal Palace,Chelsea,2022-02-19,True,45,0,2,0,1,0,False,0.0,2.2,0.36,2.17
Vicente Guaita,Crystal Palace,Watford,,False,0,0,0,0,0,0,False,,2.2,0.36,2.05
Vicente Guaita,Crystal Palace,Burnley,,True,0,0,0,0,0,0,False,,2.2,0.36,1.95
Vicente Guaita,Crystal Palace,Wolverhampton,2022-03-05,False,90,0,5,0,8,2,True,0.0,1.8,0.4,2.1
Vicente Guaita,Crystal Palace,Manchester City,2022-03-14,True,90,0,4,0,9,2,True,0.0,3.0,0.44,2.18
Vicente Guaita,Crystal Palace,West Ham,2021-08-28,False,90,2,2,0,1,0,False,0.0,3.6,0.41,2.17
Vicente Guaita,Crystal Palace,Arsenal,2022-04-04,True,90,0,3,0,7,0,True,0.0,3.6,0.44,2.21
Vicente Guaita,Crystal Palace,Leeds United,2022-04-10,False,90,2,1,0,1,0,False,0.0,5.0,0.42,2.16
Vicente Guaita,Crystal Palace,Newcastle United,2022-04-20,False,90,1,3,0,3,0,False,0.0,5.2,0.4,2.19
Vicente Guaita,Crystal Palace,Leicester City,2022-04-25,True,90,0,2,0,7,1,True,0.0,4.2,0.43,2.19
Vicente Guaita,Crystal Palace,Southampton,2022-04-30,False,90,1,2,0,2,0,False,0.0,3.8,0.41,2.18
Vicente Guaita,Crystal Palace,Watford,,True,0,0,0,0,0,0,False,,4.0,0.41,2.1
Vicente Guaita,Crystal Palace,Aston Villa,,False,0,0,0,0,0,0,False,,2.6,0.41,2.03
Vicente Guaita,Crystal Palace,Everton,,False,0,0,0,0,0,0,False,,2.4,0.41,1.97
Vicente Guaita,Crystal Palace,Manchester United,2022-05-22,True,90,0,4,0,10,3,True,0.0,1.8,0.43,2.03
Vicente Guaita,Crystal Palace,Tottenham,2021-09-11,True,90,0,1,0,6,0,True,0.0,2.4,0.46,2.0
Vicente Guaita,Crystal Palace,Liverpool,2021-09-18,False,90,3,7,0,3,0,False,0.0,3.2,0.44,2.15
Vicente Guaita,Crystal Palace,Brighton,2021-09-27,True,90,1,3,0,3,0,False,0.0,3.8,0.42,2.17
Vicente Guaita,Crystal Palace,Leeds United,2021-10-03,True,90,2,3,0,2,0,False,0.0,4.4,0.41,2.19
Vicente Guaita,Crystal Palace,Arsenal,2021-10-18,False,90,2,4,0,2,0,False,0.0,4.8,0.39,2.24
Vicente Guaita,Crystal Palace,Newcastle United,2021-10-23,True,90,1,0,0,2,0,False,0.0,3.2,0.38,2.18
