name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Edouard Mendy,Chelsea,Crystal Palace,2021-08-14,True,90,0,1,0,6,0,True,0.0,0.0,1.0,1.0
Edouard Mendy,Chelsea,Newcastle United,2021-10-30,False,90,0,1,0,6,0,True,0.0,6.0,1.0,1.0
Edouard Mendy,Chelsea,Burnley,2021-11-06,True,90,1,1,0,2,0,False,0.0,6.0,0.67,1.0
Edouard Mendy,Chelsea,Leeds United,2021-11-20,False,90,0,3,0,6,0,True,0.0,4.67,0.75,1.5
Edouard Mendy,Chelsea,Manchester United,2021-11-28,True,90,1,1,0,2,0,False,0.0,5.0,0.6,1.4
Edouard Mendy,Chelsea,Watford,2021-12-01,False,90,1,6,0,4,0,False,0.0,4.4,0.5,2.17
Edouard Mendy,Chelsea,West Ham,2021-12-04,False,90,3,1,0,1,0,False,0.0,4.0,0.43,2.0
Edouard Mendy,Chelsea,Leicester City,2021-12-11,True,90,2,3,0,2,0,False,0.0,3.0,0.38,2.12
Edouard Mendy,Chelsea,Everton,2021-12-16,True,90,1,2,0,2,0,False,0.0,3.0,0.33,2.11
Edouard Mendy,Chelsea,Wolverhampton,2021-12-19,False,90,0,1,0,6,0,True,0.0,2.2,0.4,2.0
Edouard Mendy,Chelsea,Aston Villa,2021-12-26,False,90,1,1,0,2,0,False,0.0,3.0,0.36,1.91
Edouard Mendy,Chelsea,Arsenal,2021-08-22,False,90,0,3,0,8,1,True,0.0,2.6,0.42,2.0
Edouard Mendy,Chelsea,Brighton,2021-12-29,True,90,1,5,0,3,0,False,0.0,4.0,0.38,2.23
Edouard Mendy,Chelsea,Liverpool,2022-01-02,True,90,2,4,0,2,0,False,0.0,4.2,0.36,2.36
Edouard Mendy,Chelsea,Manchester City,,False,0,0,0,0,0,0,False,,4.2,0.36,2.2
Edouard Mendy,Chelsea,Brighton,,False,0,0,0,0,0,0,False,,3.0,0.36,2.06
Edouard Mendy,Chelsea,Tottenham,,True,0,0,0,0,0,0,False,,2.6,0.36,1.94
Edouard Mendy,Chelsea,Crystal Palace,2022-02-19,False,90,0,0,0,6,0,True,0.0,1.0,0.4,1.83
Edouard Mendy,Chelsea,Burnley,2022-03-05,False,90,0,0,0,6,0,True,0.0,1.6,0.44,1.74
Edouard Mendy,Chelsea,Norwich,2022-03-10,False,90,1,2,0,1,0,False,0.0,2.4,0.41,1.75
Edouard Mendy,Chelsea,Newcastle United,2022-03-13,True,90,0,2,0,6,0,True,0.0,2.6,0.44,1.76
Edouard Mendy,Chelsea,Liverpool,2021-08-28,False,90,1,6,0,3,0,False,0.0,3.8,0.42,1.95
Edouard Mendy,Chelsea,Brentford,2022-04-02,True,90,4,2,0,0,0,False,0.0,4.4,0.4,1.96
Edouard Mendy,Chelsea,Southampton,2022-04-09,False,90,0,1,0,6,0,True,0.0,3.2,0.43,1.92
Edouard Mendy,Chelsea,Arsenal,2022-04-20,True,90,4,0,0,0,0,False,0.0,3.2,0.41,1.84
Edouard Mendy,Chelsea,West Ham,2022-04-24,True,90,0,2,0,6,0,True,0.0,3.0,0.43,1.85
Edouard Mendy,Chelsea,Manchester United,2022-04-28,False,90,1,2,0,2,0,False,0.0,3.0,0.42,1.85
Edouard Mendy,Chelsea,Everton,2022-05-01,False,90,1,3,0,3,0,False,0.0,2.8,0.4,1.89
Edouard Mendy,Chelsea,Wolverhampton,2022-05-07,True,90,2,2,0,1,0,False,0.0,3.4,0.38,1.9
Edouard Mendy,Chelsea,Leicester City,2022-05-11,False,90,0,0,0,6,0,True,0.0,2.4,0.41,1.83
Edouard Mendy,Chelsea,Leeds United,2022-05-19,True,90,1,0,0,2,0,False,0.0,3.6,0.39,1.77
Edouard Mendy,Chelsea,Watford,2022-05-22,True,90,1,2,0,2,0,False,0.0,2.8,0.38,1.78
Edouard Mendy,Chelsea,Aston Villa,2021-09-11,True,90,0,6,0,9,1,True,0.0,2.8,0.4,1.91
Edouard Mendy,Chelsea,Tottenham,,False,0,0,0,0,0,0,False,,4.0,0.4,1.85
Edouard Mendy,Chelsea,Manchester City,2021-09-25,True,90,1,2,0,2,0,False,0.0,3.8,0.39,1.86
Edouard Mendy,Chelsea,Southampton,2021-10-02,True,90,1,1,0,2,0,False,0.0,3.0,0.38,1.83
Edouard Mendy,Chelsea,Brentford,2021-10-16,False,90,0,6,0,9,1,True,0.0,3.0,0.39,1.95
Edouard Mendy,Chelsea,Norwich,2021-10-23,True,90,0,1,0,6,0,True,0.0,4.4,0.41,1.92
