name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability,saves_per_game
Martin Dubravka,Newcastle,West Ham,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Martin Dubravka,Newcastle,Chelsea,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Martin Dubravka,Newcastle,Brighton,,False,0,0,0,0,0,0,False,,0.0,0.0,0.0
Martin Dubravka,Newcastle,Brentford,,True,0,0,0,0,0,0,False,,0.0,0.0,0.0
Martin Dubravka,Newcastle,Arsenal,2021-11-27,False,90,2,4,0,2,0,False,0.0,0.0,0.0,0.8
Martin Dubravka,Newcastle,Norwich,2021-11-30,True,90,1,5,0,3,0,False,0.0,0.4,0.0,1.5
Martin Dubravka,Newcastle,Burnley,2021-12-04,True,90,0,1,0,6,0,True,0.0,1.0,0.33,1.43
Martin Dubravka,Newcastle,Leeds United,2021-12-12,False,90,4,1,0,0,0,False,0.0,2.2,0.25,1.38
Martin Dubravka,Newcastle,Liverpool,2021-12-16,False,90,3,6,0,3,0,False,0.0,2.2,0.2,1.89
Martin Dubravka,Newcastle,Manchester City,2021-12-19,True,90,4,3,0,1,0,False,0.0,2.8,0.17,2.0
Martin Dubravka,Newcastle,Manchester United,2021-12-27,True,90,1,2,0,2,0,False,0.0,2.6,0.14,2.0
Martin Dubravka,Newcastle,Aston Villa,,False,0,0,0,0,0,0,False,,2.4,0.14,1.83
Martin Dubravka,Newcastle,Watford,2022-01-15,True,90,1,4,0,3,0,False,0.0,1.2,0.12,2.0
Martin Dubravka,Newcastle,Leicester City,2022-01-22,False,90,0,4,0,9,2,True,0.0,1.8,0.22,2.14
Martin Dubravka,Newcastle,Everton,2022-02-08,True,90,1,2,0,2,0,False,0.0,3.0,0.2,2.13
Martin Dubravka,Newcastle,Aston Villa,2022-02-13,True,90,0,1,0,9,3,True,0.0,3.2,0.27,2.06
Martin Dubravka,Newcastle,West Ham,2022-02-19,False,90,1,2,0,2,0,False,0.0,4.6,0.25,2.06
Martin Dubravka,Newcastle,Brentford,2022-02-26,False,90,0,1,0,5,0,True,0.0,5.0,0.31,2.0
Martin Dubravka,Newcastle,Brighton,2022-03-05,True,90,1,3,0,3,0,False,0.0,5.4,0.29,2.05
Martin Dubravka,Newcastle,Southampton,2022-03-10,False,90,1,4,0,3,0,False,0.0,4.2,0.27,2.15
Martin Dubravka,Newcastle,Chelsea,2022-03-13,False,90,1,2,0,2,0,False,0.0,4.4,0.25,2.14
Martin Dubravka,Newcastle,Everton,2022-03-17,False,90,1,2,0,2,0,False,0.0,3.0,0.24,2.14
Martin Dubravka,Newcastle,Southampton,,True,0,0,0,0,0,0,False,,3.0,0.24,2.04
Martin Dubravka,Newcastle,Tottenham,2022-04-03,False,90,5,1,0,0,0,False,0.0,2.0,0.22,2.0
Martin Dubravka,Newcastle,Wolverhampton,2022-04-08,True,90,0,2,0,7,1,True,0.0,1.4,0.26,2.0
Martin Dubravka,Newcastle,Leeds United,2022-04-17,True,90,1,1,0,2,0,False,0.0,2.2,0.25,1.96
Martin Dubravka,Newcastle,Crystal Palace,2022-04-20,True,90,0,2,0,6,0,True,0.0,2.2,0.29,1.96
Martin Dubravka,Newcastle,Norwich,2022-04-23,False,90,0,2,0,6,0,True,0.0,3.0,0.32,1.96
Martin Dubravka,Newcastle,Liverpool,2022-04-30,True,90,1,9,0,7,2,False,0.0,4.2,0.3,2.21
Martin Dubravka,Newcastle,Manchester City,2022-05-08,False,90,5,4,0,1,0,False,0.0,5.6,0.29,2.27
Martin Dubravka,Newcastle,Arsenal,2022-05-16,True,90,0,2,0,7,1,True,0.01,4.4,0.32,2.26
Martin Dubravka,Newcastle,Burnley,2022-05-22,False,90,1,3,0,3,0,False,0.02,5.4,0.31,2.28
Martin Dubravka,Newcastle,Manchester United,,False,0,0,0,0,0,0,False,,4.8,0.31,2.21
Martin Dubravka,Newcastle,Leicester City,,True,0,0,0,0,0,0,False,,3.6,0.31,2.15
Martin Dubravka,Newcastle,Watford,,False,0,0,0,0,0,0,False,,2.2,0.31,2.09
Martin Dubravka,Newcastle,Wolverhampton,,False,0,0,0,0,0,0,False,,2.0,0.31,2.03
Martin Dubravka,Newcastle,Tottenham,,True,0,0,0,0,0,0,False,,0.6,0.31,1.97
Martin Dubravka,Newcastle,Crystal Palace,,False,0,0,0,0,0,0,False,,0.0,0.31,1.92
