name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Harry Tyrer,Everton,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Tottenham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Manchester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Brentford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Liverpool,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Arsenal,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Crystal Palace,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Chelsea,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Brighton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Norwich,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Aston Villa,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Newcastle United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Leicester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Southampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Manchester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Tottenham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Wolverhampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Newcastle United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Burnley,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Manchester United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Leeds United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Liverpool,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Chelsea,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Watford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Brentford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Crystal Palace,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Arsenal,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,West Ham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Harry Tyrer,Everton,Watford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
