name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Marcus Bettinelli,Chelsea,Newcastle United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Burnley,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Manchester United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Watford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Leicester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Everton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Aston Villa,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Brighton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Liverpool,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Manchester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Brighton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Tottenham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Crystal Palace,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Burnley,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Norwich,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Newcastle United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Brentford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Southampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Arsenal,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,West Ham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Manchester United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Everton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Wolverhampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Leicester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Leeds United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Watford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Tottenham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Manchester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Southampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Brentford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Marcus Bettinelli,Chelsea,Norwich,True,0,0,0,0,0,0,False,0.0,0.0,0.0
