name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
Jason Steele,Brighton,Aston Villa,2021-11-20,False,90,2,3,0,2,0,False,0,0,0.0
