name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
Karl Darlow,Newcastle,Chelsea,2021-10-30,True,90,3,3,0,2,0,False,0,0.0,0.0
Karl Darlow,Newcastle,Brighton,2021-11-06,False,90,1,4,0,3,0,False,0,2.0,0.0
Karl Darlow,Newcastle,Brentford,2021-11-20,True,90,3,1,0,1,0,False,0,2.5,0.0
Karl Darlow,Newcastle,Leicester City,2021-09-17,True,90,1,9,0,8,3,False,0,2.0,0.0
Karl Darlow,Newcastle,Watford,2021-09-25,False,90,1,3,0,2,0,False,0,3.5,0.0
Karl Darlow,Newcastle,Wolverhampton,2021-10-02,False,90,2,1,0,1,0,False,0,3.2,0.0
Karl Darlow,Newcastle,Tottenham,2021-10-17,True,90,3,1,0,1,0,False,0,3.0,0.0
Karl Darlow,Newcastle,Crystal Palace,2021-10-23,False,90,1,2,0,2,0,False,0,2.6,0.0
