name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Ederson Santana de Moraes,Man City,Tottenham,False,90,1,1,0,2,0,False,0.0,0.0,1.0
Ederson Santana de Moraes,Man City,Crystal Palace,True,90,2,1,0,0,0,False,2.0,0.0,1.0
Ederson Santana de Moraes,Man City,Manchester United,False,90,0,1,0,6,0,True,1.0,0.33,1.0
Ederson Santana de Moraes,Man City,Everton,True,90,0,1,0,6,0,True,2.67,0.5,1.0
Ederson Santana de Moraes,Man City,West Ham,True,90,1,2,0,2,0,False,3.5,0.4,1.2
Ederson Santana de Moraes,Man City,Aston Villa,False,90,1,2,0,2,0,False,3.2,0.33,1.33
Ederson Santana de Moraes,Man City,Watford,False,90,1,3,0,3,0,False,3.2,0.29,1.57
Ederson Santana de Moraes,Man City,Wolverhampton,True,90,0,1,0,6,0,True,3.8,0.38,1.5
Ederson Santana de Moraes,Man City,Leicester City,True,90,0,3,0,7,0,True,3.8,0.44,1.67
Ederson Santana de Moraes,Man City,Newcastle United,False,90,0,1,0,6,0,True,4.0,0.5,1.6
Ederson Santana de Moraes,Man City,Leeds United,True,90,3,5,0,2,0,False,4.8,0.45,1.91
Ederson Santana de Moraes,Man City,Norwich,True,90,0,0,0,6,0,True,4.8,0.5,1.75
Ederson Santana de Moraes,Man City,Brentford,False,90,0,3,0,9,2,True,5.4,0.54,1.85
Ederson Santana de Moraes,Man City,Arsenal,False,90,1,1,0,2,0,False,6.0,0.5,1.79
Ederson Santana de Moraes,Man City,Chelsea,True,90,0,1,0,6,0,True,5.0,0.53,1.73
Ederson Santana de Moraes,Man City,Southampton,False,90,1,2,0,2,0,False,5.0,0.5,1.75
Ederson Santana de Moraes,Man City,Brentford,True,90,0,2,0,6,0,True,5.0,0.53,1.76
Ederson Santana de Moraes,Man City,Norwich,False,90,0,3,0,7,0,True,5.0,0.56,1.83
Ederson Santana de Moraes,Man City,Tottenham,True,90,3,2,0,1,0,False,4.6,0.53,1.84
Ederson Santana de Moraes,Man City,Everton,False,90,0,2,0,5,0,True,4.4,0.55,1.85
Ederson Santana de Moraes,Man City,Manchester United,True,90,1,2,0,2,0,False,4.2,0.52,1.86
Ederson Santana de Moraes,Man City,Crystal Palace,False,90,0,1,0,6,0,True,4.2,0.55,1.82
Ederson Santana de Moraes,Man City,Arsenal,True,90,0,0,0,6,0,True,4.2,0.57,1.74
Ederson Santana de Moraes,Man City,Burnley,False,90,0,1,0,6,0,True,4.0,0.58,1.71
Ederson Santana de Moraes,Man City,Liverpool,True,90,2,2,0,1,0,False,5.0,0.56,1.72
Ederson Santana de Moraes,Man City,Brighton,True,90,0,1,0,6,0,True,4.2,0.58,1.69
Ederson Santana de Moraes,Man City,Watford,True,90,1,1,0,2,0,False,5.0,0.56,1.67
Ederson Santana de Moraes,Man City,Leicester City,False,90,0,1,0,6,0,True,4.2,0.57,1.64
Ederson Santana de Moraes,Man City,Newcastle United,True,90,0,3,0,7,0,True,4.2,0.59,1.69
Ederson Santana de Moraes,Man City,Wolverhampton,False,90,1,2,0,2,0,False,4.4,0.57,1.7
Ederson Santana de Moraes,Man City,West Ham,False,90,2,0,0,1,0,False,4.6,0.55,1.65
Ederson Santana de Moraes,Man City,Aston Villa,True,90,2,0,0,1,0,False,3.6,0.53,1.59
Ederson Santana de Moraes,Man City,Leeds United,False,90,0,2,0,6,0,True,3.4,0.55,1.61
Ederson Santana de Moraes,Man City,Southampton,True,90,0,2,0,8,2,True,3.4,0.56,1.62
Ederson Santana de Moraes,Man City,Chelsea,False,90,0,0,0,6,0,True,3.6,0.57,1.57
Ederson Santana de Moraes,Man City,Liverpool,False,90,2,1,0,1,0,False,4.4,0.56,1.56
Ederson Santana de Moraes,Man City,Burnley,True,0,0,0,0,0,0,False,4.4,0.56,1.51
Ederson Santana de Moraes,Man City,Brighton,False,90,1,4,0,2,0,False,4.2,0.54,1.58
