name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
Ellery Balcombe,Brentford,Arsenal,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Burnley,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Norwich,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Newcastle United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Everton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Tottenham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Leicester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Watford,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Brighton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Crystal Palace,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Manchester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Aston Villa,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Southampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Liverpool,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Manchester United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Wolverhampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Manchester City,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Crystal Palace,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Arsenal,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Newcastle United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Norwich,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Burnley,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Aston Villa,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Leeds United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Chelsea,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,West Ham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Watford,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Tottenham,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Manchester United,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Southampton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Everton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Leicester City,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Brighton,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Wolverhampton,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Liverpool,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,West Ham,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Chelsea,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Ellery Balcombe,Brentford,Leeds United,True,0,0,0,0,0,0,False,0.0,0.0,0.0
