name,team,opponent_team,date,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,xA,form,clean_sheet_probability
Matthew Cox,Brentford,Newcastle United,2021-11-20,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Leicester City,2021-12-05,False,0,0,0,0,0,0,False,0.16,0.0,0.0
Matthew Cox,Brentford,Brighton,2021-12-26,False,0,0,0,0,0,0,False,0.17,0.0,0.0
Matthew Cox,Brentford,Aston Villa,2022-01-02,True,0,0,0,0,0,0,False,0.02,0.0,0.0
Matthew Cox,Brentford,Wolverhampton,2022-01-22,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Manchester City,2022-02-09,False,0,0,0,0,0,0,False,0.06,0.0,0.0
Matthew Cox,Brentford,Arsenal,2022-02-19,False,0,0,0,0,0,0,False,0.08,0.0,0.0
Matthew Cox,Brentford,Newcastle United,2022-02-26,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Norwich,2022-03-05,False,0,0,0,0,0,0,False,0.45,0.0,0.0
Matthew Cox,Brentford,Chelsea,2022-04-02,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Tottenham,2022-04-23,True,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Southampton,2022-05-07,True,0,0,0,0,0,0,False,0.07,0.0,0.0
Matthew Cox,Brentford,Everton,2022-05-15,False,0,0,0,0,0,0,False,0.0,0.0,0.0
Matthew Cox,Brentford,Leicester City,2022-05-22,True,0,0,0,0,0,0,False,0.0,0.0,0.0
