name,team,opponent_team,was_home,minutes,goals_conceded,saves,penalties_saved,total_points,bonus,clean_sheets,form,clean_sheet_probability,saves_per_game
José Malheiro de Sá,Wolves,Leeds United,False,90,1,4,0,3,0,False,0.0,0.0,4.0
José Malheiro de Sá,Wolves,Everton,True,90,1,4,0,3,0,False,3.0,0.0,4.0
José Malheiro de Sá,Wolves,Crystal Palace,False,90,2,4,0,2,0,False,3.0,0.0,4.0
José Malheiro de Sá,Wolves,West Ham,True,90,0,3,0,8,1,True,2.67,0.25,3.75
José Malheiro de Sá,Wolves,Norwich,False,90,0,4,0,10,3,True,4.0,0.4,3.8
José Malheiro de Sá,Wolves,Burnley,True,90,0,1,0,6,0,True,5.2,0.5,3.33
José Malheiro de Sá,Wolves,Liverpool,True,90,1,3,0,3,0,False,5.8,0.43,3.29
José Malheiro de Sá,Wolves,Manchester City,False,90,1,8,0,4,0,False,5.8,0.38,3.88
José Malheiro de Sá,Wolves,Brighton,False,90,0,2,0,6,0,True,6.2,0.44,3.67
José Malheiro de Sá,Wolves,Chelsea,True,90,0,1,0,6,0,True,5.8,0.5,3.4
José Malheiro de Sá,Wolves,Tottenham,True,90,1,5,0,3,0,False,5.0,0.45,3.55
José Malheiro de Sá,Wolves,Manchester United,False,90,0,2,0,5,0,True,4.4,0.5,3.42
José Malheiro de Sá,Wolves,Southampton,True,90,1,9,0,7,2,False,4.8,0.46,3.85
José Malheiro de Sá,Wolves,Brentford,False,90,1,0,0,1,0,False,5.4,0.43,3.57
José Malheiro de Sá,Wolves,Arsenal,True,90,1,1,0,2,0,False,4.4,0.4,3.4
José Malheiro de Sá,Wolves,Tottenham,False,90,0,7,0,10,2,True,3.6,0.44,3.62
José Malheiro de Sá,Wolves,Leeds United,True,90,1,6,0,4,0,False,5.0,0.41,3.76
José Malheiro de Sá,Wolves,Arsenal,False,90,2,4,0,0,0,False,4.8,0.39,3.78
José Malheiro de Sá,Wolves,West Ham,False,90,1,3,0,3,0,False,3.4,0.37,3.74
José Malheiro de Sá,Wolves,Crystal Palace,True,90,2,6,0,3,0,False,3.8,0.35,3.85
José Malheiro de Sá,Wolves,Watford,True,90,0,0,0,6,0,True,4.0,0.38,3.67
José Malheiro de Sá,Wolves,Everton,False,90,0,2,0,6,0,True,3.2,0.41,3.59
José Malheiro de Sá,Wolves,Manchester United,True,90,1,2,0,2,0,False,3.6,0.39,3.52
José Malheiro de Sá,Wolves,Leicester City,True,90,3,2,0,1,0,False,4.0,0.38,3.46
José Malheiro de Sá,Wolves,Aston Villa,True,90,1,4,0,3,0,False,3.6,0.36,3.48
José Malheiro de Sá,Wolves,Newcastle United,False,90,1,3,0,3,0,False,3.6,0.35,3.46
José Malheiro de Sá,Wolves,Burnley,False,90,1,4,0,3,0,False,3.0,0.33,3.48
José Malheiro de Sá,Wolves,Brighton,True,90,3,6,0,3,0,False,2.4,0.32,3.57
José Malheiro de Sá,Wolves,Chelsea,False,90,2,4,0,2,0,False,2.6,0.31,3.59
José Malheiro de Sá,Wolves,Manchester City,True,90,5,0,0,0,0,False,2.8,0.3,3.47
José Malheiro de Sá,Wolves,Norwich,True,0,0,0,0,0,0,False,2.2,0.3,3.35
José Malheiro de Sá,Wolves,Liverpool,False,45,1,1,0,1,0,False,1.6,0.3,3.28
José Malheiro de Sá,Wolves,Watford,False,90,0,2,0,6,0,True,1.2,0.32,3.24
José Malheiro de Sá,Wolves,Brentford,True,90,2,1,0,0,0,False,1.8,0.31,3.18
José Malheiro de Sá,Wolves,Southampton,False,90,0,6,0,14,3,True,1.4,0.33,3.26
José Malheiro de Sá,Wolves,Newcastle United,True,90,1,1,0,2,0,False,4.2,0.32,3.19
José Malheiro de Sá,Wolves,Aston Villa,False,90,2,3,0,2,0,False,4.6,0.31,3.19
José Malheiro de Sá,Wolves,Leicester City,False,90,1,3,0,3,0,False,4.8,0.31,3.18
