name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Lukasz Fabianski,GK,West Ham,2.4,0,0,0,0.0,0.0,3,0,0,Bournemouth,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,99,0,0,Everton,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,101,0,0,Brentford,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,119,0,0,Nottingham Forest,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.5,0,0,0,0.0,0.0,122,0,0,Burnley,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,140,0,0,Crystal Palace,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.8,0,0,0,0.0,1.74,148,1,90,Tottenham,0,0,0,5,1,3,False,0
Lukasz Fabianski,GK,West Ham,0.8,0,0,0,0.0,2.34,155,5,90,Fulham,0,0,0,3,1,1,False,0
Lukasz Fabianski,GK,West Ham,2.4,0,1,1,0.0,0.65,170,0,90,Wolverhampton,0,0,0,3,1,8,True,0
Lukasz Fabianski,GK,West Ham,1.5,0,0,0,0.0,0.0,179,0,0,Manchester United,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,1.5,0,0,0,0.0,0.0,181,0,0,Arsenal,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,19,0,0,Chelsea,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,2.0,0,0,0,0.0,0.0,199,0,0,Brighton,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.8,0,0,0,0.0,0.79,210,1,1,Sheffield,0,0,0,0,0,1,False,0
Lukasz Fabianski,GK,West Ham,0.5,0,0,0,0.0,0.0,217,0,0,Bournemouth,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.3,0,0,0,0.0,0.63,228,2,45,Manchester United,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,-0.3,0,0,0,0.0,0.0,239,0,0,Arsenal,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,248,0,0,Nottingham Forest,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,259,0,0,Brentford,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,263,0,0,Everton,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.5,0,0,0,0.0,0.0,279,0,0,Burnley,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,-0.5,0,0,0,0.0,0.0,289,0,0,Aston Villa,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,24,0,0,Brighton,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,2.63,297,3,45,Newcastle United,0,0,0,2,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.3,0,0,0,0.0,0.96,306,1,90,Tottenham,0,0,0,3,1,3,True,0
Lukasz Fabianski,GK,West Ham,1.4,0,0,0,0.0,1.5,320,1,90,Wolverhampton,0,0,0,6,1,4,False,0
Lukasz Fabianski,GK,West Ham,2.0,0,0,0,0.0,3.29,330,2,90,Fulham,0,0,0,8,1,3,True,0
Lukasz Fabianski,GK,West Ham,2.2,0,0,0,0.0,2.47,333,5,90,Crystal Palace,0,0,0,3,1,1,False,0
Lukasz Fabianski,GK,West Ham,1.5,0,0,0,0.0,0.0,349,0,0,Liverpool,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,1.0,0,0,0,0.0,0.0,355,0,0,Chelsea,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.7,0,0,0,0.0,0.0,369,0,0,Luton,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,-1.0,0,0,0,0.0,0.0,379,0,0,Manchester City,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.5,0,0,0,0.0,0.0,38,0,0,Luton,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,-1.0,0,0,0,0.0,0.0,49,0,0,Manchester City,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,-0.5,0,0,0,0.0,0.0,57,0,0,Liverpool,0,0,0,0,0,0,False,0
Lukasz Fabianski,GK,West Ham,0.5,0,0,0,0.0,0.0,69,0,0,Sheffield,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,-0.5,0,0,0,0.0,0.0,79,0,0,Newcastle United,0,0,0,0,0,0,True,0
Lukasz Fabianski,GK,West Ham,0.0,0,0,0,0.0,0.0,81,0,0,Aston Villa,0,0,0,0,0,0,False,0
