name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Malo Gusto,DEF,Chelsea,0.5,0,0,0,0.01,0.0,0.04,9,0,0,0.5,14,Liverpool,0,0,0,0,1,True,0
Malo Gusto,DEF,Chelsea,0.3,0,0,0,0.0,0.0,0.0,95,0,0,0.0,0,Brentford,0,0,0,0,0,True,0
Malo Gusto,DEF,Chelsea,0.3,0,0,0,0.0,0.0,0.72,110,0,0,0.0,13,Tottenham,0,0,0,0,0,False,1
Malo Gusto,DEF,Chelsea,-0.7,0,0,0,0.01,0.28,0.13,115,1,0,1.0,26,Manchester City,0,0,0,0,1,True,0
Malo Gusto,DEF,Chelsea,-0.2,0,0,0,0.0,0.0,0.0,127,0,0,0.0,0,Newcastle United,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,0.0,0,0,0,0.0,0.0,0.0,135,0,0,0.0,0,Brighton,0,0,0,0,0,True,0
Malo Gusto,DEF,Chelsea,0.0,0,0,0,0.0,0.0,0.0,150,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,0.1,0,0,0,0.0,0.0,0.0,154,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,0.5,0,0,0,0.0,0.0,0.0,165,0,0,0.4,1,Sheffield,0,0,0,0,1,True,0
Malo Gusto,DEF,Chelsea,0.3,0,0,0,0.23,0.02,0.98,180,1,0,4.5,79,Wolverhampton,0,0,0,1,1,False,1
Malo Gusto,DEF,Chelsea,1.7,1,3,0,0.4,0.0,1.08,186,1,0,7.0,90,Crystal Palace,0,0,0,1,8,True,0
Malo Gusto,DEF,Chelsea,1.0,0,0,0,0.05,0.05,0.9,19,2,0,3.2,82,West Ham,0,0,0,1,1,False,0
Malo Gusto,DEF,Chelsea,2.2,0,0,0,0.01,0.0,2.53,195,2,0,2.2,90,Luton,0,0,0,1,0,False,1
Malo Gusto,DEF,Chelsea,3.5,0,0,1,0.13,0.02,0.73,206,0,0,6.0,90,Fulham,0,0,0,1,5,True,1
Malo Gusto,DEF,Chelsea,2.0,0,0,0,0.27,0.03,1.08,219,2,0,4.1,45,Liverpool,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,1.7,0,0,0,0.19,0.0,0.93,226,3,0,2.5,80,Wolverhampton,0,0,0,1,0,True,1
Malo Gusto,DEF,Chelsea,2.0,1,1,0,0.15,0.0,0.47,232,1,0,8.7,83,Crystal Palace,0,0,0,1,6,False,0
Malo Gusto,DEF,Chelsea,1.0,0,0,0,0.19,0.0,2.91,246,1,0,7.6,90,Manchester City,0,0,0,1,2,False,0
Malo Gusto,DEF,Chelsea,4.3,1,1,0,0.22,0.0,1.83,261,2,0,8.1,90,Brentford,0,0,0,1,5,False,0
Malo Gusto,DEF,Chelsea,2.7,0,0,0,0.27,0.0,0.8,275,2,0,3.5,90,Newcastle United,0,0,0,1,1,True,0
Malo Gusto,DEF,Chelsea,5.8,2,2,1,0.16,0.01,0.43,26,0,0,6.7,90,Luton,0,0,0,1,14,True,0
Malo Gusto,DEF,Chelsea,2.8,0,0,0,0.3,0.36,1.23,294,2,0,13.0,86,Burnley,0,0,0,1,1,True,0
Malo Gusto,DEF,Chelsea,0.5,0,0,0,0.05,0.0,1.57,307,3,0,6.5,74,Manchester United,0,0,0,1,0,True,1
Malo Gusto,DEF,Chelsea,1.0,0,0,0,0.0,0.0,0.0,318,0,0,0.0,0,Sheffield,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,1.8,0,0,1,0.06,0.0,1.38,325,0,0,2.7,87,Everton,0,0,0,1,6,True,0
Malo Gusto,DEF,Chelsea,0.4,0,0,0,0.0,0.0,0.0,281,0,0,0.0,0,Arsenal,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,0.2,0,0,0,0.0,0.0,0.0,341,0,0,0.0,0,Aston Villa,0,0,0,0,0,False,0
Malo Gusto,DEF,Chelsea,0.2,0,0,0,0.0,0.0,0.0,255,0,0,0.0,0,Tottenham,0,0,0,0,0,True,0
Malo Gusto,DEF,Chelsea,0.3,0,0,0,0.01,0.0,0.06,355,0,0,0.9,7,West Ham,0,0,0,0,1,True,0
Malo Gusto,DEF,Chelsea,4.6,0,0,0,0.01,0.09,0.19,367,1,0,2.6,32,Nottingham Forest,0,0,0,0,1,False,0
Malo Gusto,DEF,Chelsea,4.6,1,3,1,0.47,0.06,0.66,332,0,0,7.1,68,Brighton,0,0,0,1,12,False,0
Malo Gusto,DEF,Chelsea,2.3,0,0,0,0.02,0.02,0.68,375,0,0,2.6,26,Bournemouth,0,0,0,0,0,True,1
