name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals_conceded,fixture,goals_conceded,minutes,opponent_team,own_goals,penalties_saved,red_cards,saves,starts,total_points,was_home,yellow_cards
Mark Flekken,GK,Brentford,2.4,0,0,0,0.0,1.26,8,2,90,Tottenham,0,0,0,4,1,2,True,0
Mark Flekken,GK,Brentford,4.0,0,0,1,0.06,2.03,95,0,90,Chelsea,0,0,0,2,1,6,False,0
Mark Flekken,GK,Brentford,4.0,0,0,0,0.0,1.84,101,2,45,West Ham,0,0,0,0,1,0,True,0
Mark Flekken,GK,Brentford,2.5,0,0,0,0.0,1.53,117,3,90,Liverpool,0,0,0,8,1,3,False,0
Mark Flekken,GK,Brentford,1.5,0,0,0,0.0,1.52,121,1,90,Arsenal,0,0,0,3,1,3,True,0
Mark Flekken,GK,Brentford,2.5,0,0,0,0.0,0.23,133,1,90,Luton,0,0,0,0,1,2,True,0
Mark Flekken,GK,Brentford,2.5,0,0,0,0.0,1.52,142,2,90,Brighton,0,0,0,5,1,2,False,0
Mark Flekken,GK,Brentford,3.1,0,0,0,0.0,0.89,158,1,90,Sheffield,0,0,0,3,1,3,False,0
Mark Flekken,GK,Brentford,2.4,0,0,0,0.0,1.42,163,2,90,Aston Villa,0,0,0,3,1,2,True,0
Mark Flekken,GK,Brentford,1.8,0,0,0,0.0,2.1,183,4,90,Wolverhampton,0,0,0,1,1,0,True,0
Mark Flekken,GK,Brentford,4.0,0,0,1,0.0,0.46,13,0,90,Fulham,0,0,0,2,1,6,False,0
Mark Flekken,GK,Brentford,1.8,0,0,0,0.0,1.08,192,3,90,Crystal Palace,0,0,0,3,1,2,False,0
Mark Flekken,GK,Brentford,1.0,0,0,0,0.0,1.09,203,2,90,Nottingham Forest,0,0,0,1,1,1,True,0
Mark Flekken,GK,Brentford,1.0,0,0,0,0.0,2.86,216,3,90,Tottenham,0,0,0,2,1,1,False,0
Mark Flekken,GK,Brentford,3.0,1,2,0,0.01,2.15,223,3,90,Manchester City,0,0,0,12,1,10,True,0
Mark Flekken,GK,Brentford,4.8,0,1,1,0.0,1.13,240,0,90,Wolverhampton,0,0,0,5,1,7,False,1
Mark Flekken,GK,Brentford,8.1,0,0,0,0.0,2.82,241,4,90,Liverpool,0,0,0,4,1,1,True,0
Mark Flekken,GK,Brentford,8.1,0,1,0,0.01,2.46,176,1,90,Manchester City,0,0,0,9,1,5,False,1
Mark Flekken,GK,Brentford,0.0,0,0,0,0.0,1.51,259,4,90,West Ham,0,0,0,2,1,0,False,0
Mark Flekken,GK,Brentford,3.0,0,0,0,0.01,1.81,261,2,90,Chelsea,0,0,0,3,1,2,True,0
Mark Flekken,GK,Brentford,1.0,0,0,0,0.0,1.32,271,2,90,Arsenal,0,0,0,4,1,2,False,0
Mark Flekken,GK,Brentford,2.7,0,0,0,0.01,2.66,283,2,90,Burnley,0,0,0,4,1,2,False,0
Mark Flekken,GK,Brentford,4.0,0,1,0,0.0,0.8,23,1,90,Crystal Palace,0,0,0,4,1,4,True,0
Mark Flekken,GK,Brentford,2.2,0,0,0,0.03,0.5,293,1,90,Manchester United,0,0,0,4,1,3,True,0
Mark Flekken,GK,Brentford,4.5,0,3,1,0.01,1.11,303,0,90,Brighton,0,0,0,6,1,11,True,0
Mark Flekken,GK,Brentford,3.3,0,0,0,0.0,1.52,311,3,90,Aston Villa,0,0,0,0,1,1,False,0
Mark Flekken,GK,Brentford,6.0,0,1,1,0.0,0.84,323,0,90,Sheffield,0,0,0,2,1,7,True,0
Mark Flekken,GK,Brentford,5.3,0,0,0,0.0,0.59,336,1,90,Luton,0,0,0,2,1,2,False,0
Mark Flekken,GK,Brentford,4.6,0,0,0,0.0,0.77,343,1,90,Everton,0,0,0,0,1,2,False,0
Mark Flekken,GK,Brentford,5.2,0,3,1,0.0,1.19,352,0,90,Fulham,0,0,0,3,1,10,True,0
Mark Flekken,GK,Brentford,4.2,0,0,0,0.0,0.69,362,1,90,Bournemouth,0,0,0,3,1,3,False,0
Mark Flekken,GK,Brentford,4.0,0,0,0,0.0,3.41,372,4,90,Newcastle United,0,0,0,3,1,1,True,0
Mark Flekken,GK,Brentford,3.5,0,0,0,0.0,2.02,32,2,90,Bournemouth,0,0,0,3,1,2,True,0
Mark Flekken,GK,Brentford,1.8,0,0,0,0.0,1.43,46,1,90,Newcastle United,0,0,0,1,1,1,False,1
Mark Flekken,GK,Brentford,2.2,0,0,0,0.0,1.84,52,3,90,Everton,0,0,0,3,1,2,True,0
Mark Flekken,GK,Brentford,1.7,0,0,0,0.0,0.47,67,1,90,Nottingham Forest,0,0,0,0,1,2,False,0
Mark Flekken,GK,Brentford,0.8,0,0,0,0.0,0.0,78,0,0,Manchester United,0,0,0,0,0,0,False,0
Mark Flekken,GK,Brentford,3.2,0,0,1,0.0,1.14,83,0,90,Burnley,0,0,0,1,1,6,True,0
