name,position,team,xP,assists,bonus,clean_sheets,expected_assists,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,minutes,opponent_team,own_goals,penalties_missed,red_cards,starts,total_points,was_home,yellow_cards
Luke Thomas,DEF,Sheffield Utd,-0.3,0,0,0,0.01,0.0,2.78,91,5,0,1.1,90,Arsenal,0,0,0,1,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.2,0,0,0,0.04,0.0,1.33,109,1,0,2.9,90,Wolverhampton,0,0,0,1,2,True,0
Luke Thomas,DEF,Sheffield Utd,0.8,0,0,0,0.03,0.02,1.54,114,1,0,1.7,90,Brighton,0,0,0,1,2,False,0
Luke Thomas,DEF,Sheffield Utd,0.8,0,0,0,0.01,0.02,2.24,129,3,0,1.4,65,Bournemouth,0,0,0,1,0,True,1
Luke Thomas,DEF,Sheffield Utd,0.8,0,0,0,0.0,0.0,0.7,134,2,0,0.7,45,Burnley,0,0,0,1,-1,False,1
Luke Thomas,DEF,Sheffield Utd,-0.8,0,0,0,0.0,0.0,0.0,147,0,0,0.0,0,Liverpool,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,-0.3,0,0,0,0.0,0.0,0.0,158,0,0,0.0,0,Brentford,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,-0.7,0,0,0,0.0,0.0,0.0,165,0,0,0.0,0,Chelsea,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,-0.7,0,0,0,0.0,0.0,0.0,171,0,0,0.0,0,Aston Villa,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,-0.2,0,0,0,0.0,0.0,0.0,190,0,0,0.0,0,Luton,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,-1.3,0,0,0,0.0,0.0,2.26,196,2,0,0.8,89,Manchester City,0,0,0,1,1,False,0
Luke Thomas,DEF,Sheffield Utd,-0.2,0,0,0,0.0,0.0,0.0,210,0,0,0.0,0,West Ham,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,212,0,0,0.0,0,Crystal Palace,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,230,0,0,0.0,0,Aston Villa,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,235,0,0,0.0,0,Luton,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,249,0,0,0.0,0,Brighton,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,260,0,0,0.0,0,Wolverhampton,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,269,0,0,0.0,0,Arsenal,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,273,0,0,0.0,0,Bournemouth,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,299,0,0,0.0,0,Fulham,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,308,0,0,0.0,0,Liverpool,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,318,0,0,0.0,0,Chelsea,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,323,0,0,0.0,0,Brentford,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,338,0,0,0.0,0,Burnley,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,288,0,0,0.0,0,Manchester United,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,346,0,0,0.0,0,Newcastle United,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,360,0,0,0.0,0,Nottingham Forest,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,363,0,0,0.0,0,Everton,0,0,0,0,0,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.0,0.0,0.0,380,0,0,0.0,0,Tottenham,0,0,0,0,0,True,0
Luke Thomas,DEF,Sheffield Utd,0.7,0,0,0,0.0,0.16,0.1,40,0,0,4.1,22,Everton,0,0,0,0,1,True,0
Luke Thomas,DEF,Sheffield Utd,0.5,0,0,0,0.0,0.0,1.87,48,2,0,1.7,90,Tottenham,0,0,0,1,1,False,0
Luke Thomas,DEF,Sheffield Utd,-1.0,0,0,0,0.01,0.27,3.94,60,8,0,1.8,90,Newcastle United,0,0,0,1,-2,True,0
Luke Thomas,DEF,Sheffield Utd,-0.5,0,0,0,0.05,0.06,2.14,69,2,0,5.7,90,West Ham,0,0,0,1,1,False,0
Luke Thomas,DEF,Sheffield Utd,-0.2,0,0,0,0.01,0.0,1.75,76,1,0,1.4,65,Fulham,0,0,0,1,2,False,0
Luke Thomas,DEF,Sheffield Utd,0.0,0,0,0,0.02,0.0,1.05,89,2,0,1.4,90,Manchester United,0,0,0,1,0,True,1
