name,position,team,bonus,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Antoine Semenyo,FWD,Bournemouth,1,8.4,2023-08-19,75,Liverpool,1,6,False
Antoine Semenyo,FWD,Bournemouth,0,0.5,2023-08-12,15,West Ham,0,4,True
Antoine Semenyo,FWD,Bournemouth,0,6.7,2023-12-23,69,Nottingham Forest,1,1,False
Antoine Semenyo,FWD,Bournemouth,3,9.9,2023-10-28,68,Burnley,1,9,True
Antoine Semenyo,FWD,Bournemouth,0,0.0,2023-11-04,19,Manchester City,0,1,False
Antoine Semenyo,FWD,Bournemouth,0,4.4,2023-11-11,80,Newcastle United,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,4.5,2023-12-06,61,Crystal Palace,1,2,False
Antoine Semenyo,FWD,Bournemouth,0,4.8,2023-11-25,65,Sheffield,1,5,False
Antoine Semenyo,FWD,Bournemouth,0,11.2,2023-12-03,70,Aston Villa,1,5,True
Antoine Semenyo,FWD,Bournemouth,0,2.7,2023-12-09,57,Manchester United,1,1,False
Antoine Semenyo,FWD,Bournemouth,0,2.1,2023-12-26,71,Fulham,1,5,True
Antoine Semenyo,FWD,Bournemouth,0,3.2,2023-12-31,29,Tottenham,0,1,False
Antoine Semenyo,FWD,Bournemouth,0,4.6,2024-02-24,90,Manchester City,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,0.0,2024-01-21,0,Liverpool,0,0,True
Antoine Semenyo,FWD,Bournemouth,0,1.1,2023-08-26,72,Tottenham,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,6.1,2024-02-01,67,West Ham,1,2,False
Antoine Semenyo,FWD,Bournemouth,0,3.1,2024-02-10,27,Fulham,0,1,False
Antoine Semenyo,FWD,Bournemouth,0,1.7,2024-02-04,45,Nottingham Forest,1,1,True
Antoine Semenyo,FWD,Bournemouth,2,7.8,2024-03-03,90,Burnley,1,7,False
Antoine Semenyo,FWD,Bournemouth,0,5.1,2024-03-30,90,Everton,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,6.4,2024-03-09,90,Sheffield,1,2,True
Antoine Semenyo,FWD,Bournemouth,3,17.8,2024-03-13,90,Luton,1,13,True
Antoine Semenyo,FWD,Bournemouth,2,5.5,2024-02-17,77,Newcastle United,1,8,False
Antoine Semenyo,FWD,Bournemouth,0,7.3,2024-04-02,45,Crystal Palace,0,3,True
Antoine Semenyo,FWD,Bournemouth,0,1.6,2024-04-06,68,Luton,1,2,False
Antoine Semenyo,FWD,Bournemouth,0,0.0,2024-04-13,0,Manchester United,0,0,True
Antoine Semenyo,FWD,Bournemouth,0,2.7,2023-09-02,59,Brentford,1,1,False
Antoine Semenyo,FWD,Bournemouth,0,1.1,2024-05-04,90,Arsenal,1,2,False
Antoine Semenyo,FWD,Bournemouth,0,0.0,2023-09-17,0,Chelsea,0,0,True
Antoine Semenyo,FWD,Bournemouth,0,8.2,2024-05-19,90,Chelsea,1,1,False
Antoine Semenyo,FWD,Bournemouth,0,4.8,2023-09-24,26,Brighton,0,1,False
Antoine Semenyo,FWD,Bournemouth,0,5.5,2024-04-28,90,Brighton,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,1.8,2024-04-21,27,Aston Villa,0,1,False
Antoine Semenyo,FWD,Bournemouth,3,10.9,2024-04-24,90,Wolverhampton,1,9,False
Antoine Semenyo,FWD,Bournemouth,0,0.2,2023-09-30,7,Arsenal,0,1,True
Antoine Semenyo,FWD,Bournemouth,0,5.1,2024-05-11,90,Brentford,1,2,True
Antoine Semenyo,FWD,Bournemouth,0,0.0,2023-10-07,0,Everton,0,0,False
Antoine Semenyo,FWD,Bournemouth,0,0.0,2023-10-21,0,Wolverhampton,0,0,True
