name,position,team,bonus,clean_sheets,goals_conceded,ict_index,kickoff_time,minutes,opponent_team,starts,total_points,was_home
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-03-17,0,West Ham,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-08-20,0,Everton,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,2,7.7,2024-02-24,90,Nottingham Forest,1,5,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-08-12,0,Newcastle United,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-08-27,0,Burnley,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,1,7.8,2023-12-17,89,Brentford,1,2,False
Jacob Ramsey,MID,Aston Villa,0,0,1,2.0,2023-12-22,90,Sheffield,1,2,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-10-29,0,Luton,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.1,2023-12-06,5,Manchester City,0,1,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.2,2023-11-26,1,Tottenham,0,1,False
Jacob Ramsey,MID,Aston Villa,0,0,1,0.6,2023-12-03,45,Bournemouth,0,1,False
Jacob Ramsey,MID,Aston Villa,0,0,2,2.8,2023-12-26,76,Manchester United,1,1,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-01-14,0,Everton,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-11-12,0,Fulham,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.8,2023-12-09,34,Arsenal,0,1,True
Jacob Ramsey,MID,Aston Villa,0,0,2,5.1,2023-12-30,90,Burnley,1,1,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-11-05,0,Nottingham Forest,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,2,3.5,2024-02-11,90,Manchester United,1,2,True
Jacob Ramsey,MID,Aston Villa,0,0,0,1.5,2024-02-03,45,Sheffield,0,1,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.9,2024-01-30,27,Newcastle United,0,1,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-03-30,0,Wolverhampton,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,2.4,2024-03-02,28,Luton,1,1,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-03-10,0,Tottenham,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,1,3.9,2024-02-17,90,Fulham,1,2,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-04-03,0,Manchester City,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-04-06,0,Brentford,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-09-03,0,Liverpool,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-04-14,0,Arsenal,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-09-16,0,Crystal Palace,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-10-08,0,Wolverhampton,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2023-10-22,0,West Ham,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,2.9,2023-09-24,15,Chelsea,0,1,False
Jacob Ramsey,MID,Aston Villa,0,0,0,4.5,2023-09-30,33,Brighton,0,6,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-05-05,0,Brighton,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-05-19,0,Crystal Palace,0,0,False
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-04-27,0,Chelsea,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-04-21,0,Bournemouth,0,0,True
Jacob Ramsey,MID,Aston Villa,0,0,0,0.0,2024-05-13,0,Liverpool,0,0,True
